# sentence_label=What's up!
# timestamp=1763200079.4915252
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2470 2183 2302 2281 2370 | ACC: -6492 10996 9588 | GYRO: -3791 -260 -2356 | GDP=4471.020
FLEX: 2478 2176 2288 2275 2354 | ACC: -6772 10588 9792 | GYRO: -5049 74 -2694 | GDP=5723.243
FLEX: 2466 2186 2299 2266 2365 | ACEX: 2471 2187 2288 2238 2374 | ACC: -6940 9368 11876 | GYRO: -2610 50 -1937 | GDP=3250.626
FLEX: 2474 2157 2305 2231 2352 | ACC: -7380 9460 11668 | GYRO: -928 -119 -151 | GDP=947.706
FLEX: 2471 2162 2311 2265 2368 | ACC: -7988 9488 12832 | GYRO: -2703 -885 -449 | GDP=2879.416
FLEX: 2459 2160 2290 2225 2370 | ACC: -8488 8996 14068 | GYRO: -3503 -1984 -237 | GDP=4032.795
FLEX: 2479 2177 2306 2253 2369 | ACC: -8480 8088 15312 | GYRO: -2261 -3798 409 | GDP=4438.942
FLEX: 2462 2166 2304 2224 2362 | ACC: -8024 7212 16780 | GYRO: 742 -4960 1175 | GDP=5150.999
FLEX: 2480 2173 2295 2305 2363 | ACC: -5488 7220 15544 | GYRO: 6794 -6498 2249 | GDP=9666.460
FLEX: 2478 2164 2299 2255 2362 | ACC: -7516 7472 16972 | GYRO: 12740 -5731 3282 | GDP=14350.034
FLEX: 2448 2172 2289 2275 2357 | ACC: -5736 9068 12868 | GYRO: 18092 -3991 4064 | GDP=18967.463
FLEX: 2472 2171 2300 2237 2352 | ACC: -3436 10928 9628 | GYRO: 23374 -1571 5687 | GDP=24107.133
FLEX: 2480 2160 2311 2254 2368 | ACC: -5232 9936 10852 | GYRO: 28317 -2064 7605 | GDP=29393.002
FLEX: 2486 2137 2292 2208 2335 | ACC: -1952 13812 3280 | GYRO: 23966 4183 6656 | GDP=25222.391
FLEX: 2493 2142 2308 2161 2358 | ACC: -2440 11768 5960 | GYRO: 25899 -4428 6996 | GDP=27190.244
FLEX: 2512 2133 2307 2203 2322 | ACC: -332 12520 -984 | GYRO: 19904 2625 4605 | GDP=20597.715
FLEX: 2491 2143 2307 2230 2352 | ACC: -236 13212 -628 | GYRO: 21034 -7181 3765 | GDP=22542.652
FLEX: 2491 2122 2325 2214 2343 | ACC: -16 13620 -1244 | GYRO: 19047 -2532 438 | GDP=19219.549
FLEX: 2498 2133 2203 2229 2320 | ACC: 240 11300 -1572 | GYRO: 21407 -12119 1016 | GDP=24620.359
FLEX: 2498 2151 2288 2218 2328 | ACC: -1008 11928 -2236 | GYRO: 31191 -11687 774 | GDP=33317.617
FLEX: 2518 2141 2317 2226 2327 | ACC: 1396 3028 -11244 | GYRO: 32767 -26884 -3138 | GDP=42500.270
FLEX: 2531 2119 2302 2185 2333 | ACC: -6428 2132 -15568 | GYRO: 32009 2199 -15219 | GDP=35510.980
FLEX: 2555 2121 2334 2217 2323 | ACC: -11236 4292 -22596 | GYRO: 21159 2344 -11913 | GDP=24395.023
