# sentence_label=What's up!
# timestamp=1763199797.4082315
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2507 2157 2337 2258 2345 | ACC: -7084 14752 -4128 | GYRO: -1193 1126 6509 | GDP=6712.541
FLEX: 2502 2224 2379 2287 2322 | ACC: -6268 14328 -3460 | GYRO: -772 195 5320 | GDP=5379.257
FLEX: 2506 2202 2322 2311 2349 | ACC:: -2504 77 1777 | GDP=3071.429
FLEX: 2479 2141 2325 2221 2302 | ACC: 1572 11264 14000 | GYRO: 8255 -4764 113 | GDP=9531.710
FLEX: 2478 2167 2363 2207 2403 | ACC: 1284 10872 13892 | GYRO: 17670 -5117 -2165 | GDP=18522.953
FLEX: 2469 2160 2356 2174 2337 | ACC: 1152 12444 11272 | GYRO: 22650 -5228 -4252 | GDP=23631.207
FLEX: 2474 2151 2365 2179 2331 | ACC: 1876 12772 7004 | GYRO: 26120 -2780 -7072 | GDP=27202.867
FLEX: 2470 2143 2347 2160 2320 | ACC: -1444 14520 5180 | GYRO: 29478 -3904 -9230 | GDP=31134.975
FLEX: 2496 2151 2378 2170 2321 | ACC: -2560 11004 4420 | GYRO: 27599 -2629 -9948 | GDP=29454.697
FLEX: 2496 2165 2347 2174 2283 | ACC: -3120 10372 -3020 | GYRO: 32767 -5565 -12023 | GDP=35343.996
FLEX: 2477 2178 2377 2157 2305 | ACC: -5324 3204 -5088 | GYRO: 31296 -4073 -13800 | GDP=34445.156
FLEX: 2496 2129 2334 2127 2320 | ACC: -10140 5324 -16124 | GYRO: 32767 -7605 -15617 | GDP=37086.426
FLEX: 2476 2163 2374 2128 2318 | ACC: -12276 -2308 -22336 | GYRO: 19505 -2046 -12930 | GDP=23490.766
FLEX: 2467 2174 2337 2118 2282 | ACC: -16392 4440 -20148 | GYRO: 5335 -573 -3026 | GDP=6160.132
FLEX: 2494 2175 2318 2142 2288 | ACC: -10412 5268 -16344 | GYRO: 2384 -11731 3012 | GDP=12343.904
FLEX: 2480 2143 2320 2121 2273 | ACC: -8968 5892 -14468 | GYRO: -943 -461 -895 | GDP=1379.418
FLEX: 2498 2163 2346 2113 2310 | ACC: -11284 7156 -12956 | GYRO: 197 -1086 132 | GDP=1111.589
FLEX: 2490 2160 2347 2128 2287 | ACC: -11240 6352 -13380 | GYRO: -1737 54 681 | GDP=1866.506
FLEX: 2491 2175 2335 2103 2305 | ACC: -11932 5804 -12388 | GYRO: -3182 -483 2633 | GDP=4158.257
FLEX: 2499 2174 2358 2141 2291 | ACC: -10340 4936 -12976 | GYRO: -6153 2087 3600 | GDP=7427.986
FLEX: 2493 2192 2366 2133 2304 | ACC: -11332 5768 -12936 | GYRO: -9848 286 5302 | GDP=11188.212
FLEX: 2497 2163 2333 2123 2288 | ACC: -7924 8712 -17788 | GYRO: -18803 3480 5377 | GDP=19863.920
FLEX: 2499 2159 2359 2128 2272 | ACC: -12140 6536 -7236 | GYRO: -26281 6355 6348 | GDP=27773.621
FLEX: 2495 2129 2342 2130 2270 | ACC: -6120 10712 -11560 | GYRO: -30418 -3699 8058 | GDP=31683.887
FLEX: 2497 2160 2346 2159 2304 | ACC: -5984 10528 -4328 | GYRO: -30326 1025 7027 | GDP=31146.359
FLEX: 2505 2157 2337 2159 2288 | ACC: -5832 12640 1732 | GYRO: -24851 5614 6199 | GDP=26220.541
FLEX: 2495 2159 2368 2207 2309 | ACC: -3904 13092 4060 | GYRO: -20000 1575 6425 | GDP=21065.643
FLEX: 2487 2155 2321 2215 2302 | ACC: -4500 12860 6424 | GYRO: -19896 4171 4985 | GDP=20930.799
FLEX: 2498 2165 2310 2198 2288 | ACC: -4116 13320 8028 | GYRO: -14758 6304 4262 | GDP=16604.326
FLEX: 2489 2149 2291 2199 2291 | ACC: -3764 11676 9000 | GYRO: -16248 4605 3897 | GDP=17331.768
FLEX: 2496 2160 2336 2192 2301 | ACC: -4944 12956 10096 | GYRO: -13226 6704 2655 | GDP=15063.854
FLEX: 2486 2144 2322 2190 2296 | ACC: -5464 11764 8500 | GYRO: -19578 6445 737 | GDP=20624.725
FLEX: 2494 2141 2315 2203 2288 | ACC: -6476 9472 11276 | GYRO: -20514 7643 2295 | GDP=22011.512
FLEX: 2482 2147 2342 2187 2302 | ACC: -5756 6268 16124 | GYRO: -18831 5223 2333 | GDP=19680.680
FLEX: 2485 2165 2338 2158 2266 | ACC: -4068 4780 15852 | GYRO: -14949 7157 2591 | GDP=16775.236
FLEX: 2480 2160 2311 2135 2287 | ACC: -6036 3648 20144 | GYRO: -6726 1955 324 | GDP=7011.853
FLEX: 2477 2135 2323 2123 2289 | ACC: -5368 4716 12856 | GYRO: -869 -527 -1312 | GDP=1659.589
FLEX: 2485 2161 2310 2160 2288 | ACC: -7436 7708 13840 | GYRO: 1294 -2634 -1230 | GDP=3182.026
FLEX: 2453 2145 2309 2134 2288 | ACC: -6916 5616 17548 | GYRO: 2907 -2222 -566 | GDP=3702.471
FLEX: 2464 2126 2326 2133 2285 | ACC: -7444 5696 18776 | GYRO: 5438 -6947 -2439 | GDP=9153.217
FLEX: 2491 2186 2310 2180 2283 | ACC: -5528 6644 17088 | GYRO: 8912 -7650 -1001 | GDP=11787.631
FLEX: 2479 2143 2330 2137 2291 | ACC: -3428 6228 17252 | GYRO: 11512 -6808 -652 | GDP=13390.299
