# sentence_label=What's up!
# timestamp=1763200221.9653318
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2487 2336 2416 2363 2318 | ACC: 6380 8920 12640 | GYRO: -545 1290 776 | GDP=1601.031
FLEX: 2481 2308 2366 2362 2310 | ACC: 6636 8504 13452 | GYRO: -921 1580 -977 | GDP=2073.444
FLEX: 2475 2287 2353 2366 2299 | ACC: 4188 89: -12020 632 -2610 | GDP=12316.327
FLEX: 2473 2252 2410 2263 2243 | ACC: -13408 7696 12836 | GYRO: -1072 -4791 1155 | GDP=5043.500
FLEX: 2461 2258 2403 2272 2267 | ACC: -14356 7968 15956 | GYRO: 5451 -7741 3955 | GDP=10260.531
FLEX: 2474 2242 2400 2285 2256 | ACC: -13260 7772 16176 | GYRO: 16052 -12417 7578 | GDP=21662.748
FLEX: 2478 2262 2384 2267 2275 | ACC: -10596 7928 14324 | GYRO: 26658 -9492 11847 | GDP=30677.328
FLEX: 2458 2234 2383 2246 2255 | ACC: -12168 7088 13908 | GYRO: 32767 -15818 14434 | GDP=39143.656
FLEX: 2474 2239 2407 2234 2255 | ACC: -10572 1368 17592 | GYRO: 32767 -25804 18146 | GDP=45484.063
FLEX: 2474 2204 2352 2256 2243 | ACC: 6628 -2388 -3416 | GYRO: 32767 -10027 9821 | GDP=35646.445
FLEX: 2496 2224 2346 2224 2255 | ACC: -2452 -4448 -18012 | GYRO: 32767 24889 6564 | GDP=41668.031
FLEX: 2526 2211 2383 2224 2250 | ACC: 3708 1208 -32768 | GYRO: 18433 -10817 5911 | GDP=22174.826
FLEX: 2515 2202 2365 2223 2262 | ACC: 812 2048 -23324 | GYRO: -4293 -10844 -3536 | GDP=12187.104
FLEX: 2529 2170 2343 2207 2261 | ACC: -6924 11004 -9708 | GYRO: -3479 -4842 -2263 | GDP=6377.270
FLEX: 2512 2205 2379 2192 2272 | ACC: -1812 9540 -13640 | GYRO: 1201 -3660 -143 | GDP=3854.666
FLEX: 2491 2209 2353 2177 2254 | ACC: -3976 10372 -14172 | GYRO: 1188 -287 -366 | GDP=1275.801
FLEX: 2516 2220 2312 2231 2279 | ACC: -2664 10152 -14872 | GYRO: -375 -2127 564 | GDP=2232.230
FLEX: 2515 2192 2378 2239 2274 | ACC: -2548 10136 -13580 | GYRO: -1250 -301 311 | GDP=1322.808
FLEX: 2524 2192 2360 2222 2277 | ACC: -2708 10192 -12796 | GYRO: -530 -251 86 | GDP=592.703
FLEX: 2515 2197 2355 2197 2271 | ACC: -2916 10068 -12104 | GYRO: 19 655 95 | GDP=662.126
FLEX: 2515 2210 2346 2208 2259 | ACC: -2460 9656 -12468 | GYRO: -616 -211 276 | GDP=707.215
FLEX: 2490 2240 2353 2208 2274 | ACC: -2368 10056 -12312 | GYRO: -348 -10 -144 | GDP=376.749
FLEX: 2506 2201 2352 2221 2285 | ACC: -2940 10544 -11768 | GYRO: -132 -559 -166 | GDP=597.880
FLEX: 2512 2208 2343 2215 2267 | ACC: -2568 10488 -12444 | GYRO: 721 -59 -33 | GDP=724.162
FLEX: 2496 2199 2347 2214 2261 | ACC: -3004 10300 -12240 | GYRO: 272 93 -239 | GDP=373.837
FLEX: 2516 2206 2353 2219 2272 | ACC: -2444 10384 -12668 | GYRO: 494 124 -25 | GDP=509.938
FLEX: 2522 2197 2346 2207 2274 | ACC: -2956 10368 -12304 | GYRO: -31 -745 -222 | GDP=777.991
FLEX: 2518 2239 2379 2190 2278 | ACC: -2784 10396 -12636 | GYRO: 310 -428 -6 | GDP=528.507
FLEX: 2511 2194 2362 2207 2270 | ACC: -3220 10804 -12564 | GYRO: 337 103 -210 | GDP=410.217
FLEX: 2526 2210 2343 2197 2269 | ACC: -2820 10528 -12500 | GYRO: 487 -21 313 | GDP=579.292
FLEX: 2512 2192 2329 2203 2278 | ACC: -3052 10700 -12228 | GYRO: 320 -70 -27 | GDP=328.678
FLEX: 2512 2217 2352 2224 2256 | ACC: -2700 10400 -12172 | GYRO: 346 -29 1 | GDP=347.215
FLEX: 2512 2210 2362 2209 2279 | ACC: -2860 10668 -12344 | GYRO: 271 -129 -545 | GDP=622.179
FLEX: 2505 2207 2370 2249 2288 | ACC: -3132 10564 -12032 | GYRO: 282 -311 -65 | GDP=424.818
FLEX: 2505 2214 2347 2224 2293 | ACC: -2952 10672 -12348 | GYRO: 829 -233 -423 | GDP=959.406
FLEX: 2514 2221 2330 2211 2283 | ACC: -3344 10740 -12212 | GYRO: 648 -19 -129 | GDP=660.989
FLEX: 2509 2212 2327 2224 2281 | ACC: -2972 10576 -12596 | GYRO: 574 -636 103 | GDP=862.891
FLEX: 2515 2224 2354 2235 2282 | ACC: -3272 10632 -11960 | GYRO: 759 407 -81 | GDP=865.038
FLEX: 2511 2201 2346 2207 2285 | ACC: -2880 10508 -12388 | GYRO: 712 -492 134 | GDP=875.765
FLEX: 2513 2214 2350 2224 2294 | ACC: -3000 10596 -12128 | GYRO: 489 -149 -155 | GDP=534.179
FLEX: 2534 2215 2343 2222 2278 | ACC: -3288 10616 -12044 | GYRO: 379 -367 -233 | GDP=576.731
FLEX: 2527 2214 2352 2202 2299 | ACC: -3252 10440 -12148 | GYRO: 585 4 -70 | GDP=589.187
FLEX: 2514 2194 2330 2211 2285 | ACC: -3148 10668 -12128 | GYRO: 587 -242 -11 | GDP=635.023
FLEX: 2512 2209 2354 2217 2269 | ACC: -3224 10472 -11916 | GYRO: 687 -84 -67 | GDP=695.352
FLEX: 2522 2229 2363 2224 2288 | ACC: -3184 10904 -12156 | GYRO: 589 42 -23 | GDP=590.943
FLEX: 2551 2192 2343 2190 2240 | ACC: -3404 10272 -12084 | GYRO: 685 -493 131 | GDP=854.070
FLEX: 2480 2192 2283 2204 2304 | ACC: -2908 10716 -12424 | GYRO: 645 126 -31 | GDP=657.922
FLEX: 2548 2215 2359 2214 2283 | ACC: -3116 10552 -12128 | GYRO: 720 -29 -266 | GDP=768.113
FLEX: 2512 2215 2333 2162 2319 | ACC: -3108 10640 -12476 | GYRO: 689 130 -190 | GDP=726.444
FLEX: 2511 2224 2326 2231 2256 | ACC: -3400 10640 -12228 | GYRO: 722 -107 -248 | GDP=770.868
FLEX: 2531 2224 2355 2233 2262 | ACC: -3460 10592 -12212 | GYRO: 608 91 3 | GDP=614.780
FLEX: 2511 2210 2345 2219 2295 | ACC: -3500 10536 -12052 | GYRO: 599 -124 -21 | GDP=612.060
FLEX: 2520 2213 2351 2224 2287 | ACC: -3144 10452 -12180 | GYRO: 410 204 8 | GDP=458.017
FLEX: 2507 2183 2349 2215 2286 | ACC: -3060 10596 -12184 | GYRO: 535 -279 -117 | GDP=614.618
FLEX: 2524 2209 2352 2224 2288 | ACC: -3296 10660 -12336 | GYRO: 637 203 -163 | GDP=688.148
FLEX: 2500 2203 2351 2196 2270 | ACC: -3392 10596 -12276 | GYRO: 581 -339 -40 | GDP=673.856
FLEX: 2512 2210 2350 2244 2275 | ACC: -3356 10852 -12264 | GYRO: 443 217 96 | GDP=502.548
FLEX: 2489 2183 2371 2194 2305 | ACC: -3188 10656 -12160 | GYRO: 622 -192 104 | GDP=659.215
FLEX: 2514 2217 2357 2211 2289 | ACC: -3392 10572 -11964 | GYRO: 518 151 -92 | GDP=547.347
FLEX: 2499 2225 2343 2204 2279 | ACC: -3256 10636 -12024 | GYRO: 435 -27 8 | GDP=435.911
FLEX: 2519 2208 2345 2221 2306 | ACC: -3152 10664 -12292 | GYRO: 611 504 -66 | GDP=794.791
FLEX: 2502 2231 2352 2219 2275 | ACC: -3332 10644 -12012 | GYRO: 607 -383 178 | GDP=739.474
FLEX: 2519 2208 2342 2227 2297 | ACC: -3212 10772 -11876 | GYRO: 628 285 -54 | GDP=691.755
FLEX: 2510 2210 2344 2234 2275 | ACC: -3144 10576 -12076 | GYRO: 625 -159 -33 | GDP=645.752
FLEX: 2512 2221 2354 2206 2288 | ACC: -3328 10852 -12152 | GYRO: 566 167 -108 | GDP=599.924
FLEX: 2523 2225 2349 2207 2304 | ACC: -3216 10832 -12612 | GYRO: 657 124 -289 | GDP=728.386
FLEX: 2490 2207 2352 2222 2303 | ACC: -3480 10812 -12364 | GYRO: -127 651 -193 | GDP=690.781
FLEX: 2512 2214 2353 2192 2288 | ACC: -3284 10692 -11876 | GYRO: 102 -647 320 | GDP=728.981
FLEX: 2523 2210 2355 2210 2302 | ACC: -2972 10784 -11692 | GYRO: 423 292 -92 | GDP=522.166
FLEX: 2510 2192 2337 2209 2290 | ACC: -3052 10576 -11580 | GYRO: 667 -445 -37 | GDP=802.672
FLEX: 2501 2197 2372 2224 2299 | ACC: -3220 10596 -11736 | GYRO: 799 230 -216 | GDP=859.044
FLEX: 2494 2197 2334 2192 2298 | ACC: -3352 10712 -12000 | GYRO: 838 -404 -234 | GDP=959.279
FLEX: 2511 2186 2355 2213 2291 | ACC: -3440 10788 -11936 | GYRO: 879 109 -213 | GDP=910.984
FLEX: 2505 2224 2356 2245 2288 | ACC: -3300 10720 -12316 | GYRO: 832 -310 -249 | GDP=922.131
FLEX: 2509 2198 2354 2240 2313 | ACC: -3400 10816 -12204 | GYRO: 436 205 -286 | GDP=560.283
FLEX: 2503 2194 2352 2213 2288 | ACC: -3568 10912 -11940 | GYRO: 726 -80 -228 | GDP=765.154
FLEX: 2549 2195 2352 2230 2288 | ACC: -3180 10628 -11956 | GYRO: 519 -62 -25 | GDP=523.288
FLEX: 2497 2213 2353 2120 2295 | ACC: -3452 10744 -12004 | GYRO: 532 -23 -327 | GDP=624.886
