# sentence_label=What's up!
# timestamp=1763199925.6402571
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2489 2223 2347 2341 2429 | ACC: -11416 11020 -1580 | GYRO: -1411 -697 -647 | GDP=1701.570
FLEX: 2490 2231 2338 2333 2436 | ACC: -11764 10984 -1116 | GYRO: -2136 -937 -1022 | GDP=2546.556
FLEX: 2486 2221 2325 2352 241-136 | GDP=263.858
FLEX: 2447 2189 2369 2507 2405 | ACC: -10172 11444 6232 | GYRO: 152 594 -39 | GDP=614.379
FLEX: 2490 2151 2367 2467 2389 | ACC: -9868 11752 5756 | GYRO: -451 41 -48 | GDP=455.397
FLEX: 2485 2194 2341 2432 2544 | ACC: -10108 12128 5692 | GYRO: -2474 744 -165 | GDP=2588.713
FLEX: 2475 2158 2327 2427 2384 | ACC: -10588 12180 6368 | GYRO: -6054 466 -367 | GDP=6082.989
FLEX: 2436 2160 2352 2385 2391 | ACC: -10116 11680 7312 | GYRO: -6763 912 547 | GDP=6846.103
FLEX: 2499 2215 2320 2442 2357 | ACC: -10176 10292 8552 | GYRO: -9222 1245 830 | GDP=9342.602
FLEX: 2452 2163 2335 2449 2368 | ACC: -10216 8840 11040 | GYRO: -7798 1501 1210 | GDP=8032.802
FLEX: 2449 2160 2327 2439 2353 | ACC: -10924 9012 12784 | GYRO: -2412 -752 2529 | GDP=3574.785
FLEX: 2482 2199 2353 2431 2338 | ACC: -10080 8380 14172 | GYRO: 3930 -757 5050 | GDP=6443.636
FLEX: 2480 2177 2266 2384 2304 | ACC: -7808 9824 13308 | GYRO: 12400 -1448 7046 | GDP=14335.369
FLEX: 2502 2163 2318 2461 2336 | ACC: -6848 10400 9984 | GYRO: 20199 2696 7470 | GDP=21704.123
FLEX: 2465 2226 2222 2470 2288 | ACC: -7076 9900 9460 | GYRO: 28004 1282 5444 | GDP=28557.041
FLEX: 2471 2135 2263 2473 2301 | ACC: -5468 5144 5324 | GYRO: 32767 -5307 857 | GDP=33205.043
FLEX: 2469 2135 2280 2416 2352 | ACC: -6768 376 -1064 | GYRO: 32767 8032 -7283 | GDP=34514.219
FLEX: 2502 2158 2219 2397 2321 | ACC: -7696 10716 -21208 | GYRO: 32767 3758 -8434 | GDP=34043.082
FLEX: 2517 2124 2263 2416 2333 | ACC: -10188 6972 -16828 | GYRO: 16672 -11405 -926 | GDP=20220.957
FLEX: 2521 2133 2259 2403 2352 | ACC: -10276 -868 -11124 | GYRO: 9162 -5410 878 | GDP=10676.199
FLEX: 2551 2135 2257 2402 2349 | ACC: -10176 3348 -15060 | GYRO: 5677 -1933 -643 | GDP=6031.439
FLEX: 2559 2114 2266 2407 2335 | ACC: -10804 2140 -12964 | GYRO: 3702 -2853 413 | GDP=4692.012
FLEX: 2531 2137 2258 2389 2349 | ACC: -9760 4624 -15180 | GYRO: 1581 -112 487 | GDP=1658.094
FLEX: 2539 2113 2258 2389 2321 | ACC: -11924 4944 -12508 | GYRO: 50 -1337 15 | GDP=1338.019
FLEX: 2546 2143 2256 2407 2337 | ACC: -10936 6140 -13408 | GYRO: -1930 -369 714 | GDP=2090.659
FLEX: 2523 2143 2270 2384 2360 | ACC: -11260 5348 -12992 | GYRO: -5663 -1204 966 | GDP=5869.611
FLEX: 2526 2129 2258 2412 2349 | ACC: -11876 4332 -12724 | GYRO: -13954 -418 3451 | GDP=14380.481
FLEX: 2528 2160 2259 2384 2334 | ACC: -11840 6360 -13788 | GYRO: -20233 -1963 4024 | GDP=20722.457
