# sentence_label=How are you?
# timestamp=1763200417.8924303
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2363 2556 2589 2506 2555 | ACC: -2716 10868 11088 | GYRO: 6835 15740 -15360 | GDP=23030.293
FLEX: 2386 2559 2541 2559 2530 | ACC: -3268 9460 9248 | GYRO: 7072 15995 -15248 | GDP=23202.471
FLEX: 2387 2559 2530 2546 427.131
FLEX: 2437 2425 2542 2471 2507 | ACC: -13240 8568 6960 | GYRO: 2446 -4237 2056 | GDP=5306.809
FLEX: 2448 2448 2515 2463 2514 | ACC: -11952 8384 6208 | GYRO: 906 610 1765 | GDP=2075.611
FLEX: 2422 2446 2526 2478 2539 | ACC: -23480 7968 13808 | GYRO: 5196 -9207 7715 | GDP=13087.723
FLEX: 2428 2466 2519 2465 2508 | ACC: -20020 8520 6320 | GYRO: 4374 -26408 20441 | GDP=33680.094
FLEX: 2416 2473 2539 2478 2512 | ACC: -13528 8988 7464 | GYRO: 5180 -30495 27742 | GDP=41549.922
FLEX: 2408 2459 2543 2480 2524 | ACC: -3592 9464 6240 | GYRO: 5314 -23439 28520 | GDP=37296.324
FLEX: 2430 2494 2559 2493 2559 | ACC: 3528 7740 6004 | GYRO: 5096 -14493 26175 | GDP=30350.402
FLEX: 2406 2495 2559 2506 2532 | ACC: 4496 8452 6896 | GYRO: 2851 -8003 23150 | GDP=24659.656
FLEX: 2406 2541 2583 2513 2597 | ACC: 8720 7424 5396 | GYRO: 2644 -4092 20370 | GDP=20944.500
FLEX: 2423 2493 2557 2502 2550 | ACC: 10692 7676 8288 | GYRO: 604 -71 15562 | GDP=15573.879
FLEX: 2417 2480 2602 2491 2656 | ACC: 11332 8444 9188 | GYRO: 2382 8075 10951 | GDP=13813.181
FLEX: 2446 2487 2586 2559 2544 | ACC: 20724 7956 3716 | GYRO: -1297 3990 4157 | GDP=5906.180
FLEX: 2462 2493 2590 2525 2559 | ACC: 11264 8528 12900 | GYRO: -6131 7495 -4039 | GDP=10491.792
FLEX: 2432 2491 2557 2511 2559 | ACC: 5168 11608 14180 | GYRO: 947 1044 -2439 | GDP=2816.996
FLEX: 2431 2482 2583 2527 2559 | ACC: 9684 9916 10680 | GYRO: 1362 -583 -1156 | GDP=1879.167
FLEX: 2418 2480 2594 2525 2551 | ACC: 7988 9984 11236 | GYRO: 2348 -1090 -622 | GDP=2662.346
