# label=Three
# timestamp=1763139296.3746886
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
FLEX: 2554 0 2128 1909 2919 | ACC: -8208 8084 12768 | GYRO: 685 -2987 -283 | GDP=3077.577
FLEX: 2497 0 2135 1901 2506 | ACC: -8048 7904 12592 | GYRO: -55 -1458 258 | GDP=1481.672
FLEX: 2468 0 2165 1933 2931 | ACC: -7468 8208 11976 | GYRO: -218 -2017 416 | GDP=2070.958
FLEX: 2466 0 2125 1887 2503 | ACC: -7164 8436 11396 | GYRO: -914 -2957 75 | GDP=3095.944
FLEX: 2478 0 2103 1904 3021 | ACC: -7424 7892 13424 | GYRO: -2625 -6529 628 | GDP=7064.902
FLEX: 2484 0 2133 1898 2507 | ACC: -6724 7544 13964 | GYRO: -3333 -13564 1167 | GDP=14016.165
FLEX: 2494 0 2148 1922 2959 | ACC: -4932 6996 14676 | GYRO: -3635 -16522 2009 | GDP=17036.014
FLEX: 2468 0 2139 1893 2495 | ACC: -2020 6920 14496 | GYRO: -2271 -15193 2122 | GDP=15507.661
FLEX: 2483 0 2146 1925 2977 | ACC: 752 6212 14136 | GYRO: -1897 -7736 1992 | GDP=8210.504
FLEX: 2448 0 2149 1875 2496 | ACC: 612 6296 15932 | GYRO: -534 -3627 1368 | GDP=3913.018
FLEX: 2491 0 2146 1915 2911 | ACC: 1152 6320 15440 | GYRO: 240 -1892 1008 | GDP=2157.157
FLEX: 2464 0 2103 1894 2511 | ACC: 1364 6504 15596 | GYRO: 851 505 650 | GDP=1183.945
FLEX: 2479 0 2096 1958 2957 | ACC: 1024 6152 15220 | GYRO: 2185 5926 -70 | GDP=6316.375
FLEX: 2476 0 2130 1904 2457 | ACC: -1252 6768 16592 | GYRO: 2783 3863 -461 | GDP=4783.344
FLEX: 2513 0 2128 1979 2942 | ACC: -1040 6996 15148 | GYRO: 2673 -625 -323 | GDP=2764.034
FLEX: 2448 0 2147 1939 2532 | ACC: -724 7108 14720 | GYRO: 2703 -1082 -712 | GDP=2997.312
FLEX: 2448 0 2145 1982 2929 | ACC: -616 7564 14084 | GYRO: 1107 -3749 -795 | GDP=3989.044
FLEX: 2412 0 2112 1936 2511 | ACC: -2048 7400 15640 | GYRO: -293 -6656 -329 | GDP=6670.564
FLEX: 2467 0 2128 1934 2953 | ACC: 1996 7348 12640 | GYRO: -1655 -9555 -316 | GDP=9702.417
FLEX: 2444 0 2148 1925 2487 | ACC: -280 6868 15828 | GYRO: -1706 -4570 -826 | GDP=4947.485
FLEX: 2480 2028 2160 1951 2880 | ACC: 2496 6656 13964 | GYRO: -2434 -6337 38 | GDP=6788.473
FLEX: 2481 0 2117 1891 2505 | ACC: 1936 6316 16692 | GYRO: -583 -2358 252 | GDP=2442.040
FLEX: 2465 0 2118 1936 2874 | ACC: 3200 5900 15932 | GYRO: 997 -415 -101 | GDP=1084.636
FLEX: 2458 0 2159 1919 2537 | ACC: 1976 6320 15932 | GYRO: 1899 476 -342 | GDP=1987.396
FLEX: 2474 0 2120 1909 2832 | ACC: 2456 6936 14704 | GYRO: 1966 641 -218 | GDP=2079.317
FLEX: 2482 0 2160 1931 2549 | ACC: 2112 6724 14712 | GYRO: 1427 1578 67 | GDP=2128.592
FLEX: 2491 0 2160 1955 2789 | ACC: 2364 6928 14200 | GYRO: 1981 1052 92 | GDP=2244.890
FLEX: 2459 0 2122 1914 2609 | ACC: 2972 6984 13424 | GYRO: 1486 8423 310 | GDP=8558.692
FLEX: 2480 0 2119 1926 2786 | ACC: 1440 6932 14892 | GYRO: 1589 7459 294 | GDP=7632.040
FLEX: 2455 0 2133 1904 2618 | ACC: 28 6856 13696 | GYRO: 2289 23916 -292 | GDP=24027.064
FLEX: 2486 0 2154 1914 2778 | ACC: -3772 8224 9384 | GYRO: 3137 32767 -346 | GDP=32918.637
FLEX: 2493 0 2144 1935 2617 | ACC: -11016 6344 5988 | GYRO: 1465 32767 -939 | GDP=32813.172
FLEX: 2483 0 2131 1903 2754 | ACC: -19168 6928 17212 | GYRO: -1081 24541 1035 | GDP=24586.592
FLEX: 2487 0 2143 1935 2666 | ACC: -10488 7708 7244 | GYRO: 666 8160 1633 | GDP=8348.404
FLEX: 2478 0 2125 1925 2683 | ACC: -12580 6968 9512 | GYRO: 141 3946 730 | GDP=4015.432
FLEX: 2466 2000 2155 1929 2673 | ACC: -11620 7608 7404 | GYRO: -269 1493 988 | GDP=1810.402
FLEX: 2483 1995 2161 1913 2669 | ACC: -13508 7648 9336 | GYRO: 821 3470 1194 | GDP=3760.396
FLEX: 2465 2020 2150 1931 2702 | ACC: -14828 8232 9424 | GYRO: 3016 5073 2713 | GDP=6495.533
FLEX: 2480 2011 2149 1919 2645 | ACC: -14780 8560 10936 | GYRO: 6135 6474 4991 | GDP=10220.615
FLEX: 2465 2027 2146 1920 2658 | ACC: -15392 10228 8816 | GYRO: 9481 6509 7066 | GDP=13497.585
FLEX: 2463 1992 2128 1920 2646 | ACC: -14532 9992 6072 | GYRO: 10187 5387 8737 | GDP=14461.324
FLEX: 2492 2005 2162 1937 2714 | ACC: -12932 10460 3444 | GYRO: 9064 1784 9213 | GDP=13046.767
FLEX: 2472 2018 2138 1926 2605 | ACC: -12772 11264 996 | GYRO: 7334 5317 9709 | GDP=13278.657
FLEX: 2485 2020 2160 1943 2769 | ACC: -12004 11940 -256 | GYRO: 6014 5654 11601 | GDP=14237.946
FLEX: 2458 2011 2127 1935 2559 | ACC: -9216 11856 -1728 | GYRO: 5992 5556 12692 | GDP=15095.034
FLEX: 2475 2002 2146 1962 2807 | ACC: -5356 10632 -2180 | GYRO: 5350 3575 12606 | GDP=14153.246
FLEX: 2474 1987 2116 1940 2554 | ACC: -1676 10468 -1572 | GYRO: 3796 4686 10332 | GDP=11963.212
FLEX: 2490 2003 2153 1936 2789 | ACC: -836 12296 -1616 | GYRO: 4207 4514 5949 | GDP=8571.210
FLEX: 2475 1989 2169 1921 2530 | ACC: -1132 12324 -916 | GYRO: 1719 773 2233 | GDP=2922.119
FLEX: 2477 2005 2145 1916 2930 | ACC: -3440 12452 284 | GYRO: 2283 2159 -562 | GDP=3192.055
FLEX: 2455 1982 2149 1902 2531 | ACC: -4192 22184 4760 | GYRO: 8314 4119 -2381 | GDP=9579.035
FLEX: 2480 2000 2145 1974 2900 | ACC: -8988 15512 -5940 | GYRO: 3165 -345 -590 | GDP=3237.955
FLEX: 2470 2000 2124 1917 2476 | ACC: -7696 14828 -3476 | GYRO: 1695 -1017 90 | GDP=1978.740
FLEX: 2480 2002 2157 1934 2862 | ACC: -6036 15008 -4724 | GYRO: 977 -587 146 | GDP=1149.093
FLEX: 2461 2011 2143 1919 2495 | ACC: -6580 15196 -3532 | GYRO: -96 -773 507 | GDP=929.405
FLEX: 2481 2019 2165 1941 2874 | ACC: -4728 15020 -5412 | GYRO: 39 2597 821 | GDP=2723.962
FLEX: 2460 1995 2145 1926 2470 | ACC: -4196 15040 -5344 | GYRO: -1138 2048 666 | GDP=2435.755
FLEX: 2485 2002 2138 1941 2911 | ACC: -4488 15224 -4212 | GYRO: -2055 1636 -385 | GDP=2654.759
FLEX: 2453 2003 2163 1914 2487 | ACC: -4944 15316 -3860 | GYRO: -3381 2256 -1298 | GDP=4266.791
FLEX: 2480 2026 2159 1933 2911 | ACC: -4888 14952 -2928 | GYRO: -5795 -816 -1565 | GDP=6057.813
FLEX: 2450 2001 2133 1909 2486 | ACC: -3660 14284 -3176 | GYRO: -4977 2570 -2768 | GDP=6247.980
FLEX: 2506 2003 2147 1936 2930 | ACC: -4440 14356 -2036 | GYRO: -6773 2093 -4443 | GDP=8366.267
FLEX: 2462 1971 2146 1913 2477 | ACC: -5636 13724 1344 | GYRO: -7335 1527 -6559 | GDP=9957.632
FLEX: 2502 1999 2145 1929 2919 | ACC: -7624 13340 1984 | GYRO: -5633 509 -6969 | GDP=8975.340
FLEX: 2472 1998 2155 1926 2487 | ACC: -11284 13704 3736 | GYRO: -3439 -42 -5198 | GDP=6232.792
FLEX: 2502 2019 2134 1981 2931 | ACC: -13236 13972 5016 | GYRO: -2958 321 -2854 | GDP=4122.877
FLEX: 2463 1974 2167 1886 2352 | ACC: -10604 13416 2864 | GYRO: -744 1225 -628 | GDP=1564.783
FLEX: 2442 2034 2160 1953 2917 | ACC: -10124 13628 2452 | GYRO: -861 -33 389 | GDP=945.373
FLEX: 2479 2064 2173 1965 2419 | ACC: -9108 13568 1856 | GYRO: -414 1412 811 | GDP=1680.137
FLEX: 2518 2025 2160 1957 2935 | ACC: -8492 13484 1812 | GYRO: -548 -51 662 | GDP=860.900
FLEX: 2423 2013 2129 1834 2475 | ACC: -8300 13680 2096 | GYRO: -628 -868 301 | GDP=1112.838
FLEX: 2403 2010 2125 1952 2832 | ACC: -7168 13836 1240 | GYRO: -754 -844 70 | GDP=1133.910
FLEX: 2471 2047 2150 1965 2416 | ACC: -8764 14016 2840 | GYRO: -664 -3539 -703 | GDP=3668.736
FLEX: 2497 2021 2138 1970 2933 | ACC: -11704 13752 5856 | GYRO: -3044 -16255 -1966 | GDP=16654.012
FLEX: 2525 1970 2153 1951 2464 | ACC: -18224 13796 8556 | GYRO: -7614 -32768 -5007 | GDP=34011.539
FLEX: 2535 2037 2175 1921 2886 | ACC: -12528 15176 -3360 | GYRO: -14377 -32768 486 | GDP=35786.535
FLEX: 2476 2001 2139 1946 2520 | ACC: 14544 9904 16 | GYRO: -10408 -25744 1522 | GDP=27810.006
FLEX: 2498 2010 2142 1936 2855 | ACC: 2008 10500 16080 | GYRO: -4972 355 1510 | GDP=5208.350
FLEX: 2483 1990 2134 1931 2513 | ACC: 3564 9616 14836 | GYRO: -3505 -12523 1898 | GDP=13142.030
FLEX: 2505 2007 2145 1952 2783 | ACC: 5116 9432 14288 | GYRO: 61 3831 1886 | GDP=4270.513
FLEX: 2492 2012 2167 1926 2540 | ACC: 2284 9856 15320 | GYRO: 1100 -2871 1430 | GDP=3390.802
FLEX: 2501 2017 2138 1949 2788 | ACC: 5036 10120 11952 | GYRO: 732 -5647 1371 | GDP=5856.968
FLEX: 2479 2013 2156 1929 2555 | ACC: 4384 9808 13064 | GYRO: 2020 -5347 766 | GDP=5766.937
FLEX: 2480 2014 2116 1922 2781 | ACC: 3816 10272 12812 | GYRO: 1475 -11637 170 | GDP=11731.339
FLEX: 2485 2027 2149 1951 2547 | ACC: 6964 10300 8820 | GYRO: -1759 -19172 380 | GDP=19256.273
FLEX: 2495 2033 2135 1917 2783 | ACC: 6808 10480 10816 | GYRO: 1319 -17041 -824 | GDP=17111.822
FLEX: 2435 2032 2141 1920 2590 | ACC: 9984 10364 7304 | GYRO: -3145 -8964 -996 | GDP=9551.771
FLEX: 2469 1994 2138 1900 2735 | ACC: 9900 9584 9052 | GYRO: -1921 -4024 -144 | GDP=4461.340
FLEX: 2494 2006 2147 1935 2591 | ACC: 10656 9560 9436 | GYRO: -3127 -2650 367 | GDP=4115.254
FLEX: 2492 1996 2142 1926 2736 | ACC: 10512 8756 9924 | GYRO: -1603 -1178 -374 | GDP=2024.146
FLEX: 2511 2006 2130 1917 2619 | ACC: 10740 9544 9260 | GYRO: -3524 -1663 -910 | GDP=4001.530
FLEX: 2479 2005 2133 1915 2638 | ACC: 9412 8580 11504 | GYRO: -2561 -70 -637 | GDP=2639.960
FLEX: 2523 2022 2135 1903 2627 | ACC: 9804 9032 9540 | GYRO: -3201 1825 69 | GDP=3685.348
FLEX: 2494 2034 2117 1888 2640 | ACC: 9772 8376 10724 | GYRO: 304 954 593 | GDP=1163.693
FLEX: 2512 2035 2132 1911 2642 | ACC: 8576 8524 11220 | GYRO: -2545 1991 1519 | GDP=3570.500
FLEX: 2490 2025 2128 1906 2672 | ACC: 8824 8840 11280 | GYRO: 1417 3133 929 | GDP=3561.828
FLEX: 2510 2094 2151 1918 2692 | ACC: 9484 7728 10404 | GYRO: -1564 3493 1785 | GDP=4222.958
FLEX: 2496 2119 2133 1905 2647 | ACC: 8788 8348 10696 | GYRO: -2008 1664 2196 | GDP=3409.307
FLEX: 2547 2139 2185 1911 2698 | ACC: 9284 7128 11668 | GYRO: -3922 2617 1499 | GDP=4947.501
FLEX: 2518 2170 2161 1883 2645 | ACC: 8776 7448 11724 | GYRO: -5809 1936 1616 | GDP=6332.774
FLEX: 2547 2161 2206 1927 2722 | ACC: 10064 6020 12788 | GYRO: -2017 3513 2494 | GDP=4757.047
FLEX: 2550 2176 2183 1927 2605 | ACC: 8812 5784 13368 | GYRO: -340 -88 531 | GDP=636.636
FLEX: 2559 2161 2208 1954 2675 | ACC: 9276 6116 12996 | GYRO: -2500 -360 802 | GDP=2650.057
FLEX: 2542 2181 2198 1921 2559 | ACC: 9116 5128 13764 | GYRO: -2148 1958 837 | GDP=3024.605
FLEX: 2545 2162 2261 1963 2751 | ACC: 9176 4324 13428 | GYRO: -3113 2221 1242 | GDP=4020.718
