# sentence_label=What's up!
# timestamp=1763200261.525721
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=80
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2503 2176 2378 2340 2390 | ACC: -11264 11684 -532 | GYRO: -29743 -10620 -8604 | GDP=32733.152
FLEX: 2491 2183 2341 2319 2399 | ACC: -10812 13912 2896 | GYRO: -22647 -13784 -1213 | GDP=26539.717
FLEX: 2486 2183 23 ACC: -10904 8832 8184 | GYRO: -916 455 -973 | GDP=1411.669
FLEX: 2470 2160 2395 2262 2352 | ACC: -11456 7860 9084 | GYRO: -1498 -698 -917 | GDP=1889.999
FLEX: 2480 2191 2402 2250 2386 | ACC: -11312 7320 9380 | GYRO: -1527 -1457 -1431 | GDP=2549.969
FLEX: 2480 2178 2320 2267 2359 | ACC: -11816 7128 11152 | GYRO: -3243 -2458 -2518 | GDP=4785.304
FLEX: 2480 2170 2381 2257 2365 | ACC: -14284 5776 16072 | GYRO: -2101 -8765 -4069 | GDP=9889.195
FLEX: 2479 2167 2358 2251 2355 | ACC: -12668 5280 17536 | GYRO: 7110 -11185 -803 | GDP=13277.844
FLEX: 2482 2169 2369 2256 2355 | ACC: -12732 3624 18176 | GYRO: 21781 -12074 2388 | GDP=25017.912
FLEX: 2479 2176 2386 2247 2359 | ACC: -12604 3180 16340 | GYRO: 32767 -21723 1994 | GDP=39364.211
FLEX: 2481 2190 2363 2256 2331 | ACC: -9644 1668 9492 | GYRO: 32767 -21495 3266 | GDP=39324.016
FLEX: 2480 2163 2352 2265 2353 | ACC: -8200 2208 2300 | GYRO: 32767 -6926 9011 | GDP=34682.039
FLEX: 2504 2175 2359 2263 2354 | ACC: -2836 4132 -12796 | GYRO: 32767 15542 11371 | GDP=38006.969
FLEX: 2496 2149 2357 2256 2383 | ACC: -8124 8952 -13752 | GYRO: 32767 312 13019 | GDP=35260.008
FLEX: 2522 2153 2366 2273 2369 | ACC: 2816 5736 -25244 | GYRO: 12030 -10154 9936 | GDP=18615.818
FLEX: 2501 2131 2342 2277 2384 | ACC: -1496 12096 -13340 | GYRO: 975 -6093 1762 | GDP=6417.158
FLEX: 2482 2137 2361 2287 2380 | ACC: -1336 10288 -10000 | GYRO: 785 -5510 1112 | GDP=5675.638
FLEX: 2514 2150 2353 2253 2382 | ACC: -2172 11844 -11704 | GYRO: 2855 170 -1527 | GDP=3242.168
FLEX: 2522 2143 2347 2283 2377 | ACC: -3208 12352 -11232 | GYRO: 1165 -1927 -507 | GDP=2308.160
FLEX: 2511 2140 2338 2256 2359 | ACC: -2688 11808 -12000 | GYRO: 1196 527 -1084 | GDP=1697.999
FLEX: 2523 2146 2348 2256 2364 | ACC: -3964 12700 -11164 | GYRO: 857 -822 -962 | GDP=1528.260
FLEX: 2511 2143 2336 2231 2364 | ACC: -3740 12084 -11152 | GYRO: 480 -42 -181 | GDP=514.709
FLEX: 2506 2128 2368 2271 2369 | ACC: -3708 12336 -10688 | GYRO: 825 -684 -497 | GDP=1181.309
FLEX: 2518 2126 2334 2238 2353 | ACC: -3920 12096 -10196 | GYRO: 96 -13 196 | GDP=218.634
FLEX: 2512 2150 2352 2278 2365 | ACC: -3224 12124 -10524 | GYRO: 641 -753 144 | GDP=999.313
FLEX: 2515 2117 2350 2261 2365 | ACC: -3268 12176 -10608 | GYRO: 683 305 -31 | GDP=748.649
FLEX: 2519 2145 2352 2277 2367 | ACC: -3360 12252 -10396 | GYRO: 859 -588 -43 | GDP=1041.861
FLEX: 2509 2131 2358 2269 2354 | ACC: -3456 11836 -10524 | GYRO: 105 255 -419 | GDP=501.608
FLEX: 2513 2137 2319 2262 2377 | ACC: -3584 12096 -10528 | GYRO: 535 -492 -420 | GDP=839.458
FLEX: 2506 2139 2346 2271 2363 | ACC: -4176 11884 -9840 | GYRO: 165 95 -262 | GDP=323.873
FLEX: 2508 2150 2347 2277 2353 | ACC: -3788 12440 -10372 | GYRO: 1165 -805 -154 | GDP=1424.418
FLEX: 2521 2132 2337 2249 2363 | ACC: -4056 11956 -10340 | GYRO: 1131 278 -208 | GDP=1183.093
FLEX: 2512 2124 2354 2256 2347 | ACC: -3560 12136 -11140 | GYRO: 799 -271 -37 | GDP=844.518
FLEX: 2511 2138 2346 2234 2361 | ACC: -4260 11892 -9860 | GYRO: 412 -8 251 | GDP=482.503
FLEX: 2523 2142 2363 2261 2374 | ACC: -3280 11976 -10732 | GYRO: 661 -793 353 | GDP=1091.045
FLEX: 2516 2118 2358 2256 2369 | ACC: -3716 11740 -10300 | GYRO: 579 315 -37 | GDP=660.178
FLEX: 2517 2127 2362 2285 2372 | ACC: -3332 12020 -10648 | GYRO: 468 -816 -132 | GDP=949.897
FLEX: 2512 2128 2351 2250 2351 | ACC: -4044 12144 -10192 | GYRO: 472 417 -377 | GDP=734.031
FLEX: 2492 2141 2352 2261 2355 | ACC: -3892 12444 -10420 | GYRO: 540 -689 -84 | GDP=879.419
FLEX: 2515 2127 2341 2253 2347 | ACC: -3916 12108 -10728 | GYRO: 601 602 144 | GDP=862.752
FLEX: 2501 2135 2371 2242 2363 | ACC: -3900 12148 -10404 | GYRO: 348 -959 256 | GDP=1051.818
FLEX: 2517 2119 2360 2267 2365 | ACC: -3756 11968 -10284 | GYRO: 342 531 189 | GDP=659.277
FLEX: 2501 2135 2354 2257 2355 | ACC: -3632 12080 -10028 | GYRO: 768 -731 132 | GDP=1068.461
FLEX: 2522 2115 2370 2257 2368 | ACC: -3548 12080 -10328 | GYRO: 635 394 -131 | GDP=758.698
FLEX: 2512 2125 2363 2259 2366 | ACC: -3832 12108 -10160 | GYRO: 735 -681 -123 | GDP=1009.512
FLEX: 2525 2129 2347 2266 2365 | ACC: -3696 12068 -10584 | GYRO: 383 252 -316 | GDP=556.820
FLEX: 2515 2115 2350 2273 2358 | ACC: -3968 12272 -10172 | GYRO: 369 -574 -206 | GDP=712.792
FLEX: 2494 2128 2339 2258 2370 | ACC: -3784 12464 -10592 | GYRO: 314 371 -317 | GDP=580.281
FLEX: 2497 2113 2337 2265 2368 | ACC: -4304 12392 -9988 | GYRO: 316 -198 80 | GDP=381.392
FLEX: 2529 2133 2352 2255 2373 | ACC: -3632 12088 -10420 | GYRO: 787 354 -22 | GDP=863.232
FLEX: 2542 2134 2352 2253 2368 | ACC: -4028 12104 -9984 | GYRO: 425 -62 216 | GDP=480.755
FLEX: 2510 2116 2358 2256 2355 | ACC: -3336 11944 -10328 | GYRO: 892 299 -46 | GDP=941.903
FLEX: 2512 2121 2351 2262 2370 | ACC: -4012 12092 -9952 | GYRO: 699 -51 95 | GDP=707.267
FLEX: 2515 2111 2341 2254 2343 | ACC: -3424 12088 -10556 | GYRO: 669 -288 -308 | GDP=790.803
FLEX: 2510 2142 2365 2285 2367 | ACC: -4228 12400 -10200 | GYRO: 526 -58 -224 | GDP=574.644
FLEX: 2513 2138 2337 2257 2355 | ACC: -3556 12416 -10608 | GYRO: 559 -304 -348 | GDP=725.259
FLEX: 2516 2142 2355 2288 2350 | ACC: -4260 12452 -10108 | GYRO: 281 96 -160 | GDP=337.308
FLEX: 2512 2135 2357 2256 2364 | ACC: -3820 12152 -10448 | GYRO: 569 -251 105 | GDP=630.704
FLEX: 2512 2138 2362 2247 2362 | ACC: -4172 12216 -10156 | GYRO: 642 486 -6 | GDP=805.230
FLEX: 2510 2130 2326 2255 2363 | ACC: -3956 12044 -9984 | GYRO: 949 -140 268 | GDP=996.005
FLEX: 2513 2144 2365 2257 2371 | ACC: -3812 12180 -10168 | GYRO: 932 579 127 | GDP=1104.533
FLEX: 2512 2148 2361 2272 2364 | ACC: -3672 12040 -10252 | GYRO: 633 -509 116 | GDP=820.503
FLEX: 2517 2138 2340 2288 2371 | ACC: -3976 12312 -10124 | GYRO: 652 95 -385 | GDP=763.121
FLEX: 2498 2109 2333 2238 2356 | ACC: -3960 12568 -10416 | GYRO: 661 -835 -38 | GDP=1065.641
FLEX: 2524 2128 2364 2275 2369 | ACC: -4068 12340 -10276 | GYRO: 813 277 113 | GDP=866.295
FLEX: 2495 2141 2338 2257 2366 | ACC: -3836 12240 -10644 | GYRO: 722 -168 184 | GDP=763.783
FLEX: 2532 2145 2347 2283 2385 | ACC: -3872 12012 -10152 | GYRO: 775 438 309 | GDP=942.311
FLEX: 2514 2125 2347 2256 2363 | ACC: -3772 12136 -10232 | GYRO: 1022 -113 -13 | GDP=1028.310
FLEX: 2509 2119 2353 2249 2361 | ACC: -3752 12192 -10328 | GYRO: 974 322 87 | GDP=1029.529
FLEX: 2514 2109 2331 2267 2365 | ACC: -3800 12080 -10364 | GYRO: 1104 33 -183 | GDP=1119.551
FLEX: 2522 2119 2343 2240 2338 | ACC: -4040 12032 -10580 | GYRO: 650 378 58 | GDP=754.154
FLEX: 2527 2118 2350 2281 2339 | ACC: -3900 12228 -10260 | GYRO: 459 -640 -254 | GDP=827.525
FLEX: 2527 2128 2358 2285 2384 | ACC: -3816 12384 -10400 | GYRO: 289 69 -54 | GDP=301.990
FLEX: 2540 2163 2350 2256 2363 | ACC: -3684 12420 -10208 | GYRO: 277 -466 -62 | GDP=545.646
FLEX: 2530 2114 2365 2275 2390 | ACC: -4004 11904 -10032 | GYRO: 529 294 -90 | GDP=611.864
FLEX: 2530 2127 2384 2303 2352 | ACC: -4132 11996 -10252 | GYRO: 982 -197 -148 | GDP=1012.441
FLEX: 2461 2112 2401 2264 2401 | ACC: -4128 12072 -10320 | GYRO: 758 278 239 | GDP=842.003
FLEX: 2475 2177 2323 2311 2403 | ACC: -3616 11960 -10236 | GYRO: 884 -170 278 | GDP=942.146
FLEX: 2496 2139 2346 2224 2389 | ACC: -3776 12180 -10260 | GYRO: 667 502 -214 | GDP=861.794
FLEX: 2517 2101 2407 2262 2319 | ACC: -3708 12328 -10188 | GYRO: 483 -801 -121 | GDP=943.150
