# sentence_label=How are you?
# timestamp=1763200623.241339
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2553 2432 2511 2522 2465 | ACC: -12412 9284 5432 | GYRO: -1990 -2294 -315 | GDP=3053.156
FLEX: 2557 2435 2507 2521 2498 | ACC: -11564 8924 5872 | GYRO: -2130 -3305 -293 | GDP=3942.813
FLEX: 2559 2416 2518 2497 2471 |GDP=26381.570
FLEX: 2420 2542 2495 2486 2559 | ACC: 8272 10936 6092 | GYRO: 658 -1281 11468 | GDP=11558.068
FLEX: 2402 2501 2496 2532 2551 | ACC: 7676 11996 8148 | GYRO: 1635 1388 8816 | GDP=9073.127
FLEX: 2412 2524 2527 2510 2531 | ACC: 10384 11380 5936 | GYRO: 546 1794 7303 | GDP=7539.918
FLEX: 2385 2512 2498 2485 2522 | ACC: 7372 12644 8792 | GYRO: -249 4013 5040 | GDP=6447.307
FLEX: 2406 2526 2504 2477 2529 | ACC: 5624 13420 10460 | GYRO: 1822 3835 6677 | GDP=7912.600
FLEX: 2389 2499 2487 2512 2524 | ACC: 5832 12364 9660 | GYRO: 2645 8900 6728 | GDP=11466.124
FLEX: 2486 2512 2506 2478 2544 | ACC: 30004 6748 -3864 | GYRO: -4920 -293 -1742 | GDP=5227.505
FLEX: 2448 2506 2535 2477 2506 | ACC: 2784 14756 14248 | GYRO: 23 1064 -1328 | GDP=1701.825
FLEX: 2457 2502 2497 2491 2559 | ACC: 10308 11900 8456 | GYRO: 1177 -671 503 | GDP=1445.192
FLEX: 2475 2505 2513 2505 2532 | ACC: 8228 11288 7976 | GYRO: 1419 -832 328 | GDP=1677.310
FLEX: 2459 2490 2530 2514 2533 | ACC: 6528 11304 8984 | GYRO: 498 -162 -112 | GDP=535.530
FLEX: 2443 2494 2528 2494 2518 | ACC: 7680 11260 8584 | GYRO: 7 1108 -311 | GDP=1150.841
FLEX: 2447 2505 2517 2466 2539 | ACC: 7676 11036 9948 | GYRO: 268 1678 -416 | GDP=1749.447
FLEX: 2449 2512 2525 2478 2523 | ACC: 7688 11612 9332 | GYRO: 620 891 -586 | GDP=1233.563
FLEX: 2475 2509 2512 2499 2512 | ACC: 7232 11968 10672 | GYRO: 590 -384 -56 | GDP=706.181
FLEX: 2451 2541 2480 2530 2496 | ACC: 7588 11880 9516 | GYRO: 1438 -207 56 | GDP=1453.901
FLEX: 2479 2464 2489 2544 2559 | ACC: 7216 12224 9408 | GYRO: 728 -1430 391 | GDP=1651.595
FLEX: 2480 2507 2507 2475 2539 | ACC: 7812 11428 8720 | GYRO: 1696 -1503 818 | GDP=2409.263
FLEX: 2421 2512 2613 2495 2530 | ACC: 9244 11680 9040 | GYRO: 1185 -724 -154 | GDP=1397.182
FLEX: 2403 2517 2481 2514 2503 | ACC: 9212 12916 11964 | GYRO: 2861 -4 -2901 | GDP=4074.449
FLEX: 2409 2487 2534 2451 2466 | ACC: 14908 12360 9856 | GYRO: 6562 -5611 -4348 | GDP=9666.864
FLEX: 2401 2482 2485 2473 2503 | ACC: 9028 13876 9988 | GYRO: 7857 -472 -11438 | GDP=13884.635
FLEX: 2418 2497 2538 2476 2510 | ACC: 5032 11684 8544 | GYRO: 12954 -7295 -11152 | GDP=18584.678
FLEX: 2417 2541 2547 2480 2498 | ACC: 5932 13664 1840 | GYRO: 11142 415 -13247 | GDP=17314.717
FLEX: 2403 2522 2531 2472 2495 | ACC: 4120 11864 2420 | GYRO: 7044 -1636 -17251 | GDP=18705.385
FLEX: 2395 2528 2550 2483 2516 | ACC: 648 12860 4560 | GYRO: 4348 1679 -14524 | GDP=15253.548
FLEX: 2390 2517 2551 2490 2479 | ACC: 1036 14216 -1216 | GYRO: 3963 -7418 -18624 | GDP=20434.908
FLEX: 2399 2503 2583 2489 2498 | ACC: -2688 13388 4028 | GYRO: 368 2297 -16431 | GDP=16594.861
FLEX: 2379 2506 2544 2454 2496 | ACC: -3956 12120 2728 | GYRO: 58 5574 -12128 | GDP=13347.704
FLEX: 2387 2512 2599 2499 2494 | ACC: -2872 13708 1908 | GYRO: -407 -8452 -16887 | GDP=18888.428
FLEX: 2383 2494 2538 2495 2498 | ACC: -5204 12000 2752 | GYRO: -9258 6512 -14483 | GDP=18381.350
FLEX: 2387 2509 2543 2479 2496 | ACC: -7232 13180 4272 | GYRO: -4949 -5171 -18358 | GDP=19704.010
FLEX: 2375 2512 2542 2481 2496 | ACC: -6412 10484 5656 | GYRO: -12528 -900 -18355 | GDP=22241.107
FLEX: 2389 2559 2559 2499 2490 | ACC: -8320 10828 4996 | GYRO: -20016 -8970 -24211 | GDP=32669.154
FLEX: 2384 2542 2527 2480 2481 | ACC: -16500 5352 12860 | GYRO: -18014 1649 -21505 | GDP=28101.396
FLEX: 2377 2537 2559 2480 2501 | ACC: -19284 1656 13996 | GYRO: -2074 -1658 -10110 | GDP=10452.872
FLEX: 2384 2512 2544 2493 2491 | ACC: -16760 2596 10972 | GYRO: 158 -46 -2451 | GDP=2456.518
FLEX: 2395 2509 2559 2489 2503 | ACC: -16980 5380 12348 | GYRO: 1765 1163 966 | GDP=2323.994
FLEX: 2384 2515 2537 2513 2496 | ACC: -13524 6664 9300 | GYRO: 3592 -152 2079 | GDP=4153.048
FLEX: 2384 2513 2533 2480 2506 | ACC: -13048 6028 9700 | GYRO: 1938 1330 2712 | GDP=3588.828
FLEX: 2370 2509 2555 2487 2515 | ACC: -13060 5304 9560 | GYRO: 3507 2082 2912 | GDP=5011.339
FLEX: 2383 2499 2545 2505 2512 | ACC: -13772 5144 10232 | GYRO: 4557 3218 4510 | GDP=7173.693
FLEX: 2389 2491 2527 2493 2501 | ACC: -16012 9688 5456 | GYRO: 6037 8706 10734 | GDP=15081.729
FLEX: 2395 2501 2544 2497 2493 | ACC: -15692 5144 13132 | GYRO: 8900 4737 8692 | GDP=13311.650
FLEX: 2400 2593 2587 2475 2448 | ACC: -13208 10716 3488 | GYRO: 3776 6039 16067 | GDP=17574.873
FLEX: 2435 2527 2635 2516 2494 | ACC: -13888 9424 12860 | GYRO: 8858 8426 17488 | GDP=21337.566
FLEX: 2434 2515 2654 2478 2464 | ACC: -11256 9456 5100 | GYRO: 10612 -7073 22592 | GDP=25943.021
FLEX: 2500 2472 2689 2496 2480 | ACC: -3504 10384 2556 | GYRO: 11296 -8306 17384 | GDP=22333.668
FLEX: 2499 0 2675 2496 2450 | ACC: -1932 15976 -1276 | GYRO: 7610 5394 9979 | GDP=13659.714
FLEX: 2542 0 2663 2507 2515 | ACC: -3088 13840 3820 | GYRO: 6616 -2755 9456 | GDP=11864.966
FLEX: 2559 0 2683 2481 2450 | ACC: 516 16900 -1820 | GYRO: 4583 -795 6763 | GDP=8208.172
FLEX: 2634 2262 2672 2368 2412 | ACC: 736 14032 628 | GYRO: 819 -2433 2675 | GDP=3707.543
FLEX: 2710 0 2738 2431 2448 | ACC: 1364 16108 -1752 | GYRO: 212 -1223 -1084 | GDP=1647.947
FLEX: 2803 0 2730 2383 2467 | ACC: -1756 14924 1668 | GYRO: -1362 -524 -3841 | GDP=4108.881
FLEX: 2832 0 2710 2371 2466 | ACC: 8 16956 -2100 | GYRO: -6790 -3910 -5210 | GDP=9409.373
FLEX: 2815 0 2679 2355 2439 | ACC: -3680 15252 3336 | GYRO: -6477 201 -9073 | GDP=11149.496
FLEX: 2847 0 2654 2343 2489 | ACC: -1320 14516 1684 | GYRO: -9446 -3528 -11425 | GDP=15238.252
FLEX: 2859 0 2610 2322 2434 | ACC: -4068 14244 6396 | GYRO: -4361 184 -16295 | GDP=16869.475
FLEX: 2876 0 2587 2310 2445 | ACC: -4696 13396 3548 | GYRO: -9210 2934 -19662 | GDP=21909.512
FLEX: 2855 0 2549 2275 2480 | ACC: -2796 7576 3888 | GYRO: -11630 -3335 -28637 | GDP=31087.891
FLEX: 2886 0 2544 2279 2478 | ACC: -9656 -2372 5824 | GYRO: -25898 13905 -32768 | GDP=44020.418
FLEX: 2864 0 2533 2256 2480 | ACC: -32768 -8344 21804 | GYRO: -758 -7583 -10751 | GDP=13178.029
FLEX: 2928 0 2512 2282 2485 | ACC: -11956 3260 3948 | GYRO: 1189 -829 11 | GDP=1449.511
FLEX: 2845 0 2514 2247 2462 | ACC: -14544 3144 6728 | GYRO: 2312 -2338 -1460 | GDP=3597.664
FLEX: 2899 0 2552 2206 2448 | ACC: -15440 3016 7724 | GYRO: -221 86 -2 | GDP=237.152
FLEX: 2848 0 2503 2253 2466 | ACC: -13592 4540 7516 | GYRO: 1083 -756 899 | GDP=1597.694
FLEX: 2869 0 2495 2240 2448 | ACC: -13428 4900 6992 | GYRO: 1544 1098 -68 | GDP=1895.828
FLEX: 2855 0 2510 2262 2458 | ACC: -14136 3908 6804 | GYRO: 565 -1 -30 | GDP=565.797
FLEX: 2889 0 2511 2229 2443 | ACC: -14996 3708 8188 | GYRO: 1228 -87 556 | GDP=1350.811
FLEX: 2852 0 2502 2235 2446 | ACC: -14308 4380 7060 | GYRO: 200 100 516 | GDP=562.366
FLEX: 2857 0 2497 2227 2460 | ACC: -13936 3976 8208 | GYRO: 1221 -269 949 | GDP=1569.651
FLEX: 2894 0 2495 2224 2457 | ACC: -13116 4504 6072 | GYRO: 218 825 -195 | GDP=875.314
FLEX: 2854 0 2509 2243 2419 | ACC: -14156 4044 8200 | GYRO: 777 -724 397 | GDP=1133.805
FLEX: 2880 0 2509 2252 2430 | ACC: -13768 4400 7160 | GYRO: 785 141 -22 | GDP=797.866
FLEX: 2846 0 2477 2249 2450 | ACC: -13780 4068 7428 | GYRO: 903 -617 71 | GDP=1095.965
FLEX: 2838 0 2505 2221 2423 | ACC: -13640 4648 6788 | GYRO: 439 51 22 | GDP=442.500
