# sentence_label=What's up!
# timestamp=1763199993.4041255
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=80
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2518 2149 2300 2307 2465 | ACC: -10468 7560 -4880 | GYRO: -12481 -331 4161 | GDP=13160.503
FLEX: 2496 2117 2296 2291 2384 | ACC: -9668 8748 -4376 | GYRO: -10261 -156 3398 | GDP=10810.128
FLEX: 2507 2152 2260 2256 2480 3676 | GYRO: 645 1013 31 | GDP=1201.314
FLEX: 2486 2411 2364 2333 2444 | ACC: -6748 14096 3660 | GYRO: -5176 443 -139 | GDP=5196.782
FLEX: 2489 2416 2295 2341 2507 | ACC: -6140 13892 5488 | GYRO: -4329 770 562 | GDP=4432.717
FLEX: 2503 2423 2355 2352 2482 | ACC: -6464 13628 6120 | GYRO: -5874 1270 676 | GDP=6047.624
FLEX: 2480 2437 2302 2287 2509 | ACC: -5848 13416 6920 | GYRO: -3163 1768 625 | GDP=3677.094
FLEX: 2482 2448 2262 2357 2493 | ACC: -6808 13068 7184 | GYRO: -4115 2697 511 | GDP=4946.530
FLEX: 2511 2459 2294 2330 2461 | ACC: -6492 12548 7828 | GYRO: -2435 1133 -198 | GDP=2692.976
FLEX: 2519 2497 2281 2288 2461 | ACC: -6736 12976 6592 | GYRO: -3149 1137 -417 | GDP=3373.849
FLEX: 2511 2473 2384 2292 2484 | ACC: -6664 12740 8216 | GYRO: -2515 1048 -64 | GDP=2725.367
FLEX: 2517 2415 2277 2275 2458 | ACC: -6764 12948 8188 | GYRO: -2332 806 480 | GDP=2513.615
FLEX: 2611 2439 2353 2330 2480 | ACC: -6972 13164 9528 | GYRO: -1420 687 1230 | GDP=2000.317
FLEX: 2448 2333 2351 2320 2448 | ACC: -7616 13284 12472 | GYRO: 1499 1149 2329 | GDP=2998.573
FLEX: 2480 2259 2369 2275 2430 | ACC: -6764 14652 11444 | GYRO: 3941 1307 6656 | GDP=7844.875
FLEX: 2507 2187 2261 2303 2299 | ACC: -4480 12468 14952 | GYRO: 10053 4239 7373 | GDP=13167.880
FLEX: 2474 2202 2363 2223 2273 | ACC: -2084 11644 10168 | GYRO: 24701 1658 6821 | GDP=25679.064
FLEX: 2478 2112 2363 2341 2222 | ACC: -1660 12736 4724 | GYRO: 27858 8884 4898 | GDP=29647.664
FLEX: 2473 2173 2304 2241 2169 | ACC: -4800 10828 6636 | GYRO: 32767 -637 -830 | GDP=32783.699
FLEX: 2457 2128 2306 2303 2160 | ACC: -1296 8892 -3424 | GYRO: 32767 2337 -3153 | GDP=33001.203
FLEX: 2514 2123 2288 2191 2147 | ACC: -9512 3872 3508 | GYRO: 32767 -20670 -8626 | GDP=39690.465
FLEX: 2523 2171 2299 2186 2146 | ACC: -9952 -3368 -14612 | GYRO: 32767 4577 -12565 | GDP=35390.738
FLEX: 2543 2135 2311 2144 2160 | ACC: -7860 296 -32768 | GYRO: 27151 10762 -16218 | GDP=33406.898
FLEX: 2549 2139 2306 2182 2155 | ACC: -15956 -1336 -17336 | GYRO: 9084 -9804 106 | GDP=13365.953
FLEX: 2557 2139 2301 2164 2142 | ACC: -8180 -540 -19128 | GYRO: 2578 -4852 3908 | GDP=6742.437
FLEX: 2546 2140 2287 2163 2156 | ACC: -9236 1244 -14260 | GYRO: 3421 -2272 993 | GDP=4225.077
FLEX: 2554 2128 2306 2175 2160 | ACC: -9132 2596 -15260 | GYRO: 540 -1116 824 | GDP=1488.634
FLEX: 2544 2131 2289 2179 2165 | ACC: -9300 3064 -15224 | GYRO: 832 -1272 338 | GDP=1557.065
FLEX: 2551 2157 2288 2178 2153 | ACC: -9932 2352 -13804 | GYRO: -1694 -1104 991 | GDP=2251.784
