# sentence_label=How are you?
# timestamp=1763200643.681807
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2550 2413 2531 2437 2507 | ACC: -10788 10440 5104 | GYRO: 3853 -6043 7452 | GDP=10339.041
FLEX: 2559 2395 2512 2449 2518 | ACC: -13668 11104 6812 | GYRO: 3415 -5137 10060 | GDP=11800.618
FLEX: 2559 2419 2531 2464 2529 | ACC: -9592 10040 4736 | GYRO: 3491 -6555 10495 | GDP=12856.910
FLEX: 2555 2416 2510 2434 2524 | ACC: -10596 11912 5720 | GYRO: 2595 -6250 13418 | GDP=15027.949
FLEX: 2551 2432 2554 2447 2529 | ACC: -8156 11076 5280 | GYRO: 2261 -11649 16095 | GDP=19996.508
FLEX: 2512 2425 2543 2460 2527 | ACC: -5576 11400 5460 | GYRO: 1255 -4920 16096 | GDP=16877.875
FLEX: 2495 2427 2516 2423 2525 | ACC: -4188 11928 5364 | GYRO: 2109 -10848 16547 | GDP=19897.994
FLEX: 2415 2450 2497 2476 2530 | ACC: -624 12248 4800 | GYRO: 1757 -7464 15779 | GDP=17543.523
FLEX: 2390 2402 2493 2497 2544 | ACC: 1352 12736 5092 | GYRO: 1727 -6501 15003 | GDP=16441.885
FLEX: 2384 2438 2541 2480 2596 | ACC: 3772 12360 4880 | GYRO: 1216 -6200 14512 | GDP=15827.723
FLEX: 2411 2480 2515 2482 2614 | ACC: 4880 13016 5760 | GYRO: 846 -1455 11637 | GDP=11758.083
FLEX: 2390 2551 2559 2446 2635 | ACC: 6960 12764 5112 | GYRO: 510 -1423 10256 | GDP=10366.801
FLEX: 2358 2559 2445 2440 2631 | ACC: 8592 13132 5072 | GYRO: -720 3815 6987 | GDP=7993.171
FLEX: 2371 2559 2495 2422 2602 | ACC: 7420 13920 8132 | GYRO: -1717 1554 7988 | GDP=8316.920
FLEX: 2371 2559 2482 2432 2600 | ACC: 8264 12664 7376 | GYRO: -142 6333 4515 | GDP=7778.964
FLEX: 2367 2559 2507 2417 2635 | ACC: 6284 12748 7948 | GYRO: -1168 7146 5224 | GDP=8928.590
FLEX: 2363 2512 2474 2387 2625 | ACC: 6376 13408 8728 | GYRO: 1059 8113 5699 | GDP=9971.000
