# label=Two
# timestamp=1763135382.2179992
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
FLEX: 2518 0 2257 2378 2499 | ACC: 5560 5484 12796 | GYRO: 1563 5208 -7546 | GDP=9300.986
FLEX: 2545 0 2288 2370 2471 | ACC: -1128 9444 15604 | GYRO: 678 2170 -4179 | GDP=4757.376
FLEX: 2591 0 2324 2402 2494 | ACC: 2520 8056=1875.916
FLEX: 2768 0 2149 2854 2832 | ACC: 3932 9772 12684 | GYRO: 581 -74 1983 | GDP=2067.686
FLEX: 2768 0 2156 2307 2279 | ACC: 4428 9508 12872 | GYRO: -24 -49 1572 | GDP=1572.947
FLEX: 2730 0 2103 2866 2842 | ACC: 5080 9432 13128 | GYRO: 384 -1004 1133 | GDP=1561.781
FLEX: 2752 0 2112 2279 2258 | ACC: 5292 9240 12896 | GYRO: 69 -982 514 | GDP=1110.532
FLEX: 2789 0 2160 2877 2841 | ACC: 5348 9008 12664 | GYRO: -117 -39 -690 | GDP=700.935
FLEX: 2726 0 2162 2279 2287 | ACC: 5088 9304 13476 | GYRO: 732 -1170 -1859 | GDP=2315.298
FLEX: 2770 0 2131 2768 2884 | ACC: 5572 9068 12220 | GYRO: 938 -85 -3512 | GDP=3636.099
FLEX: 2757 0 2098 2274 2240 | ACC: 6024 9320 9788 | GYRO: 4 4361 -5048 | GDP=6670.880
FLEX: 2791 0 2125 2709 2806 | ACC: 3052 9160 12700 | GYRO: -1982 6829 -4408 | GDP=8366.243
FLEX: 2771 0 2150 2208 2256 | ACC: 1780 9060 10476 | GYRO: -3659 28159 -4669 | GDP=28777.023
FLEX: 2769 0 2164 2833 2848 | ACC: -9188 8292 23756 | GYRO: -2194 8440 -2246 | GDP=9005.096
FLEX: 2791 0 2193 2212 2272 | ACC: 1576 9340 10200 | GYRO: -823 9637 -1461 | GDP=9781.800
FLEX: 2767 0 2167 2715 2832 | ACC: -6020 8040 14320 | GYRO: -3685 27017 -2218 | GDP=27357.211
FLEX: 2766 0 2154 2288 2320 | ACC: -3984 8228 8396 | GYRO: -1800 26377 -592 | GDP=26444.973
FLEX: 2745 0 2123 2702 2813 | ACC: -10248 7904 10148 | GYRO: -4684 32767 -2061 | GDP=33164.195
FLEX: 2787 0 2134 2304 2254 | ACC: -11872 6372 9688 | GYRO: -4243 32024 -1125 | GDP=32323.447
FLEX: 2778 0 2150 2713 2858 | ACC: -17268 6300 8092 | GYRO: -3164 32767 -3103 | GDP=33065.328
FLEX: 2717 0 2139 2275 2311 | ACC: -16108 5900 7756 | GYRO: -990 4871 174 | GDP=4973.632
FLEX: 2789 0 2133 2740 2819 | ACC: -14088 6240 4952 | GYRO: -914 5024 -316 | GDP=5116.232
FLEX: 2761 0 2143 2309 2317 | ACC: -14032 6392 5396 | GYRO: 264 982 494 | GDP=1130.511
FLEX: 2765 0 2154 2690 2768 | ACC: -14920 6548 5224 | GYRO: 376 2241 -23 | GDP=2272.440
FLEX: 2752 0 2155 2288 2325 | ACC: -14084 6240 4252 | GYRO: 828 -1313 560 | GDP=1650.198
FLEX: 2754 0 2135 2681 2747 | ACC: -14624 6336 4452 | GYRO: 564 1040 -206 | GDP=1200.888
FLEX: 2739 0 2130 2345 2384 | ACC: -14368 6220 4072 | GYRO: 983 -1945 64 | GDP=2180.232
FLEX: 2749 0 2134 2677 2737 | ACC: -15812 6292 5352 | GYRO: 487 -606 566 | GDP=961.645
FLEX: 2723 0 2174 2329 2356 | ACC: -13404 6236 4156 | GYRO: 656 -2333 1042 | GDP=2637.990
