# sentence_label=What's up!
# timestamp=1763199840.4647613
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2494 2171 2288 2365 2119 | ACC: -5904 15680 -412 | GYRO: -1072 -2969 1676 | GDP=3573.950
FLEX: 2480 2192 2299 2384 2137 | ACC: -7364 16144 1320 | GYRO: -4453 2143 1779 | GDP=5252.285
FLEX: 2480 2179 2297 2394 2130 | | GDP=2634.109
FLEX: 2474 2187 2331 2405 2191 | ACC: -5892 10964 14324 | GYRO: -2424 -744 651 | GDP=2617.845
FLEX: 2436 2139 2310 2437 2171 | ACC: -5088 10876 16508 | GYRO: -3699 -3469 2325 | GDP=5578.727
FLEX: 2455 2201 2256 2416 2157 | ACC: -1684 9112 21304 | GYRO: 628 -4428 4670 | GDP=6466.102
FLEX: 2483 2135 2290 2355 2096 | ACC: 896 8964 18248 | GYRO: 10043 -5903 3586 | GDP=12188.792
FLEX: 2432 2155 2286 2374 2149 | ACC: 952 10816 14484 | GYRO: 20351 -3312 3468 | GDP=20908.361
FLEX: 2490 2159 2224 2446 2098 | ACC: -100 11216 10672 | GYRO: 24329 5064 3880 | GDP=25151.516
FLEX: 2501 2140 2263 2447 2135 | ACC: -2116 11444 10316 | GYRO: 24797 -1720 1119 | GDP=24881.756
FLEX: 2475 2129 2289 2442 2081 | ACC: 164 11692 3880 | GYRO: 29227 -3026 -2386 | GDP=29479.945
FLEX: 2452 2153 2285 2433 2159 | ACC: -2464 11092 4520 | GYRO: 27162 -2099 -3904 | GDP=27521.287
FLEX: 2512 2178 2269 2416 2111 | ACC: -1912 13476 -3248 | GYRO: 28863 2836 -5043 | GDP=29437.180
FLEX: 2467 2179 2246 2463 2107 | ACC: -4552 10800 8 | GYRO: 22494 -6980 -4189 | GDP=23921.709
FLEX: 2480 2162 2323 2463 2103 | ACC: -2580 11460 -4428 | GYRO: 24934 -5045 -5610 | GDP=26050.498
FLEX: 2492 2170 2302 2380 2096 | ACC: -3676 7800 -2736 | GYRO: 25784 -10988 -6446 | GDP=28759.375
FLEX: 2490 2155 2313 2439 2127 | ACC: -1692 2732 -7252 | GYRO: 28457 -8894 -10989 | GDP=31775.182
FLEX: 2523 2145 2271 2416 2128 | ACC: -11464 -1992 -13332 | GYRO: 30862 -8367 -14665 | GDP=35178.574
FLEX: 2469 2166 2256 2426 2090 | ACC: -18660 1092 -23768 | GYRO: 22192 -2202 -7335 | GDP=23476.283
FLEX: 2512 2148 2257 2398 2108 | ACC: -12552 1512 -23036 | GYRO: 7795 -7658 2130 | GDP=11133.009
FLEX: 2500 2177 2261 2426 2139 | ACC: -8620 1808 -17816 | GYRO: -461 -5449 1268 | GDP=5613.550
FLEX: 2488 2160 2243 2410 2090 | ACC: -9160 3240 -15908 | GYRO: -569 -1083 327 | GDP=1266.325
FLEX: 2511 2185 2259 2420 2076 | ACC: -9696 3296 -16216 | GYRO: -1646 535 -783 | GDP=1899.639
FLEX: 2499 2166 2251 2420 2095 | ACC: -12768 3680 -17872 | GYRO: -6103 1887 793 | GDP=6437.098
FLEX: 2511 2189 2263 2407 2094 | ACC: -12004 3400 -16204 | GYRO: -14052 2015 4047 | GDP=14761.339
FLEX: 2507 2170 2278 2416 2089 | ACC: -10492 3896 -16732 | GYRO: -18962 -1109 6209 | GDP=19983.469
FLEX: 2512 2161 2269 2397 2114 | ACC: -9236 3712 -12632 | GYRO: -26622 1071 5718 | GDP=27250.201
FLEX: 2486 2172 2286 2384 2120 | ACC: -6880 6856 -11596 | GYRO: -24287 -2237 6149 | GDP=25152.986
