# sentence_label=How are you?
# timestamp=1763200798.6926637
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2559 2141 2289 2380 2225 | ACC: -144 6768 16452 | GYRO: 7456 899 -6425 | GDP=9883.357
FLEX: 2559 2155 2290 2362 2240 | ACC: 1136 8292 15980 | GYRO: 3420 54 -5530 | GDP=6502.324
FLEX: 2559 2157 2301 2362 2245 | ACC: 15816.266
FLEX: 2518 2606 2544 2483 2503 | ACC: -6488 7284 13036 | GYRO: 1290 631 -764 | GDP=1626.640
FLEX: 2508 2629 2524 2497 2525 | ACC: -6200 6952 13588 | GYRO: 2701 745 -2867 | GDP=4008.755
FLEX: 2508 2648 2603 2512 2538 | ACC: -7032 7624 12992 | GYRO: 1609 3364 -3085 | GDP=4839.690
FLEX: 2519 2688 2659 2559 2596 | ACC: -7620 7188 13812 | GYRO: 5862 1518 -3517 | GDP=7002.618
FLEX: 2496 2729 2669 2613 2636 | ACC: -9076 8700 13564 | GYRO: 7440 4033 -3823 | GDP=9286.228
FLEX: 2501 2800 2719 2712 2722 | ACC: -10616 7952 14924 | GYRO: 11693 1344 -3065 | GDP=12162.517
FLEX: 2486 2799 2753 2697 2752 | ACC: -12556 9068 14156 | GYRO: 14122 -7824 -606 | GDP=16155.899
FLEX: 2479 2768 2799 2736 2774 | ACC: -11864 9456 8640 | GYRO: 15347 -11469 532 | GDP=19166.414
FLEX: 2453 2720 2800 2696 2733 | ACC: -15764 9760 11804 | GYRO: 5948 -11140 9800 | GDP=15984.939
FLEX: 2415 2755 2788 2746 2740 | ACC: -10284 10964 5972 | GYRO: 7359 -16594 16715 | GDP=24676.039
FLEX: 2438 2743 2778 2703 2735 | ACC: -6676 10452 7916 | GYRO: 5843 -13049 20292 | GDP=24823.020
FLEX: 2417 2756 2813 2736 2707 | ACC: -1956 10664 6784 | GYRO: 3349 -13920 22451 | GDP=26627.609
FLEX: 2402 2715 2798 2719 2747 | ACC: 4816 8776 6764 | GYRO: 2509 -2841 17751 | GDP=18151.152
FLEX: 2421 2720 2806 2722 2752 | ACC: 4484 9752 9288 | GYRO: 1087 -1833 16464 | GDP=16601.348
FLEX: 2413 2733 2783 2706 2715 | ACC: 11032 7400 6076 | GYRO: 1594 5848 11675 | GDP=13154.679
FLEX: 2413 2730 2763 2725 2736 | ACC: 5152 9780 11364 | GYRO: -645 6902 8805 | GDP=11206.322
FLEX: 2399 2722 2794 2698 2726 | ACC: 8944 7832 7584 | GYRO: -291 9249 5794 | GDP=10917.835
FLEX: 2405 2711 2773 2721 2707 | ACC: 600 11748 16648 | GYRO: -761 11214 6521 | GDP=12994.474
FLEX: 2432 2691 2763 2694 2727 | ACC: 19852 6488 8756 | GYRO: 1283 7510 2798 | GDP=8116.341
FLEX: 2451 2704 2772 2704 2732 | ACC: 7712 11348 17652 | GYRO: -3078 4725 -6769 | GDP=8810.169
FLEX: 2441 2666 2763 2717 2695 | ACC: 912 13136 14028 | GYRO: 1273 -315 -3741 | GDP=3964.194
FLEX: 2435 2688 2768 2689 2707 | ACC: 4920 11536 10480 | GYRO: 1910 -893 -550 | GDP=2179.002
FLEX: 2427 2688 2767 2680 2717 | ACC: 4756 10904 9996 | GYRO: 382 498 -1312 | GDP=1454.397
FLEX: 2401 2711 2751 2691 2719 | ACC: 4244 10936 12872 | GYRO: -112 -766 -440 | GDP=890.449
FLEX: 2409 2698 2753 2688 2716 | ACC: 3640 11284 13828 | GYRO: 1907 -1308 -944 | GDP=2497.729
FLEX: 2407 2698 2766 2693 2698 | ACC: 4528 11656 12892 | GYRO: 2782 -3208 -991 | GDP=4360.375
FLEX: 2395 2691 2742 2687 2688 | ACC: 3752 12068 11832 | GYRO: 4346 -1093 -2102 | GDP=4949.825
FLEX: 2415 2695 2740 2689 2704 | ACC: 4368 12600 11772 | GYRO: 3814 -4679 -666 | GDP=6073.153
FLEX: 2399 2686 2755 2703 2717 | ACC: 6608 12856 12836 | GYRO: 5343 -3767 -2177 | GDP=6890.375
FLEX: 2395 2675 2769 2676 2700 | ACC: 5532 14100 12920 | GYRO: 7459 -6927 -3388 | GDP=10728.399
FLEX: 2395 2688 2747 2691 2679 | ACC: 5732 12872 10120 | GYRO: 10421 -3215 -5159 | GDP=12064.358
FLEX: 2411 2699 2755 2674 2683 | ACC: 5928 12092 5784 | GYRO: 11077 667 -9168 | GDP=14394.341
FLEX: 2397 2687 2736 2673 2702 | ACC: 7820 10632 1576 | GYRO: 7944 1161 -13841 | GDP=16000.886
FLEX: 2380 2703 2830 2651 2646 | ACC: 4640 10592 1372 | GYRO: 3440 9331 -19971 | GDP=22310.133
