# sentence_label=How are you?
# timestamp=1763200725.1790705
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2558 2226 2450 2429 2448 | ACC: 3556 7552 14252 | GYRO: 791 -260 -145 | GDP=845.166
FLEX: 2559 2205 2464 2398 2435 | ACC: 3368 8116 14908 | GYRO: 797 -110 -89 | GDP=809.463
FLEX: 2559 2215 2467 2448 2480 | ACC: 3472 7716 1424792 | GYRO: 4279 5358 -2386 | GDP=7260.234
FLEX: 2496 2348 2457 2469 2529 | ACC: -15636 10312 10212 | GYRO: 10352 -8451 9859 | GDP=16606.721
FLEX: 2481 2353 2485 2473 2559 | ACC: -12912 9100 7968 | GYRO: 7367 -13874 16291 | GDP=22630.891
FLEX: 2463 2352 2469 2449 2533 | ACC: -11672 10424 7204 | GYRO: 5337 -16179 23221 | GDP=28800.320
FLEX: 2465 2361 2455 2464 2587 | ACC: -4860 8292 5268 | GYRO: 3119 -21251 26443 | GDP=34067.070
FLEX: 2448 2352 2459 2499 2544 | ACC: 436 8744 5984 | GYRO: 3899 -8509 21096 | GDP=23079.135
FLEX: 2431 2374 2450 2481 2559 | ACC: 4836 8128 6984 | GYRO: 2745 -7246 20293 | GDP=21722.002
FLEX: 2425 2394 2448 2460 2594 | ACC: 8572 9568 6056 | GYRO: 1510 -2103 15887 | GDP=16096.567
FLEX: 2405 2397 2481 2454 2599 | ACC: 11112 9184 6616 | GYRO: 621 -491 12188 | GDP=12213.684
FLEX: 2387 2422 2430 2447 2630 | ACC: 8256 9936 8500 | GYRO: 444 4900 8224 | GDP=9583.388
FLEX: 2390 2402 2470 2446 2641 | ACC: 9244 8696 9544 | GYRO: 211 4352 7850 | GDP=8978.136
FLEX: 2387 2391 2414 2416 2635 | ACC: 8404 10040 11112 | GYRO: 1138 6243 5519 | GDP=8410.081
FLEX: 2390 2403 2448 2434 2614 | ACC: 11360 8904 9836 | GYRO: 2732 6732 2765 | GDP=7773.601
FLEX: 2380 2391 2446 2459 2559 | ACC: 8744 11712 9960 | GYRO: 4982 9922 2285 | GDP=11335.238
FLEX: 2454 2412 2442 2443 2619 | ACC: 15800 10024 10640 | GYRO: 1299 2542 3652 | GDP=4635.328
FLEX: 2424 2379 2462 2432 2597 | ACC: 10680 8700 13944 | GYRO: -1373 6693 -5874 | GDP=9010.286
FLEX: 2396 2401 2423 2425 2619 | ACC: 2688 13156 11296 | GYRO: 1691 -1212 763 | GDP=2215.986
FLEX: 2491 2413 2416 2486 2675 | ACC: 11188 8640 7724 | GYRO: 30 295 95 | GDP=311.368
FLEX: 2474 2341 2406 2487 2542 | ACC: 6544 10132 9812 | GYRO: 202 1711 -768 | GDP=1886.306
FLEX: 2445 2404 2437 2445 2608 | ACC: 8580 9668 10512 | GYRO: 280 719 -651 | GDP=1009.536
FLEX: 2466 2361 2388 2433 2624 | ACC: 10060 10900 12560 | GYRO: 2563 -2309 -1899 | GDP=3937.849
FLEX: 2397 2419 2375 2443 2592 | ACC: 16592 11240 11112 | GYRO: 2631 -3388 -8576 | GDP=9588.977
FLEX: 2397 2364 2383 2346 2619 | ACC: 10400 11828 13496 | GYRO: 6631 -2822 -14482 | GDP=16175.976
FLEX: 2384 2399 2417 2416 2584 | ACC: 7304 11852 8640 | GYRO: 10021 178 -18878 | GDP=21373.605
FLEX: 2386 2406 2425 2384 2598 | ACC: 2524 12356 6152 | GYRO: 9336 3934 -21363 | GDP=23643.498
FLEX: 2419 2445 2429 2413 2607 | ACC: 1816 11932 1712 | GYRO: 8939 12290 -23843 | GDP=28274.344
FLEX: 2385 2467 2477 2389 2597 | ACC: -7168 11312 8824 | GYRO: 6739 12524 -22429 | GDP=26557.951
FLEX: 2384 2481 2459 2384 2587 | ACC: -3028 12452 -980 | GYRO: 6336 5488 -13138 | GDP=15584.289
FLEX: 2388 2506 2458 2368 2598 | ACC: -6188 13032 4276 | GYRO: 2251 -2776 -12907 | GDP=13392.678
FLEX: 2386 2523 2471 2394 2592 | ACC: -3388 10684 1340 | GYRO: 738 3739 -11800 | GDP=12400.192
FLEX: 2389 2501 2445 2367 2559 | ACC: -8296 11452 6980 | GYRO: 1674 -4078 -13696 | GDP=14387.938
FLEX: 2397 2536 2463 2384 2539 | ACC: -4408 9608 3936 | GYRO: -291 1909 -18160 | GDP=18262.381
FLEX: 2385 2517 2422 2350 2559 | ACC: -8920 12104 3868 | GYRO: -2098 -6031 -23443 | GDP=24297.094
FLEX: 2361 2438 2459 2384 2559 | ACC: -17924 7128 9692 | GYRO: -2740 -9725 -17347 | GDP=20074.900
FLEX: 2384 2483 2442 2363 2559 | ACC: -18940 6912 5424 | GYRO: -4293 -3700 -6693 | GDP=8770.183
FLEX: 2385 2492 2449 2403 2559 | ACC: -23324 7372 14856 | GYRO: 430 -180 -939 | GDP=1048.342
FLEX: 2383 2480 2409 2375 2555 | ACC: -11608 8196 5080 | GYRO: 3981 -1321 3880 | GDP=5713.826
FLEX: 2411 2496 2437 2357 2559 | ACC: -12000 8204 7980 | GYRO: 678 2141 1278 | GDP=2583.960
FLEX: 2409 2469 2445 2370 2559 | ACC: -14368 9560 4900 | GYRO: -213 6570 4337 | GDP=7875.268
FLEX: 2444 2441 2470 2387 2555 | ACC: -14492 6008 9216 | GYRO: 4455 2012 3943 | GDP=6280.320
