# label=Four
# timestamp=1763139355.2476954
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
FLEX: 2547 2021 2172 1996 2096 | ACC: 4660 5596 14724 | GYRO: 639 128 1142 | GDP=1314.865
FLEX: 2559 2035 2181 1970 2086 | ACC: 4904 5712 14812 | GYRO: 518 946 1322 | GDP=1706.143
FLEX: 2558 2007 2215 1965 2096 | ACC: 5144 5308 15080 | GYRO: 735 -1845 1251 | GDP=2347.179
FLEX: 2559 2022 2179 1981 2070 | ACC: 5200 5476 14932 | GYRO: 647 262 1345 | GDP=1515.348
FLEX: 2547 2025 2174 1974 2102 | ACC: 5680 5184 14576 | GYRO: 808 -890 776 | GDP=1430.783
FLEX: 2553 2000 2185 1995 2086 | ACC: 5576 5216 14512 | GYRO: 394 9 564 | GDP=688.050
FLEX: 2543 2029 2167 1954 2113 | ACC: 5700 5136 14576 | GYRO: 77 214 172 | GDP=285.147
FLEX: 2544 2004 2179 1968 2093 | ACC: 5224 5416 15176 | GYRO: 160 -263 48 | GDP=311.565
FLEX: 2547 2015 2164 1975 2103 | ACC: 5420 5108 14964 | GYRO: -15 -418 78 | GDP=425.480
FLEX: 2555 2009 2169 1955 2087 | ACC: 5600 5032 15100 | GYRO: 640 -243 85 | GDP=689.836
FLEX: 2525 2000 2163 1972 2110 | ACC: 5356 5128 14932 | GYRO: 748 -312 114 | GDP=818.440
FLEX: 2559 1997 2188 1984 2096 | ACC: 5156 5236 15356 | GYRO: 758 -164 276 | GDP=823.186
FLEX: 2559 2003 2178 1984 2096 | ACC: 5524 5040 15012 | GYRO: 1038 -156 565 | GDP=1192.059
FLEX: 2559 2001 2146 1965 2091 | ACC: 5276 5252 14476 | GYRO: 1182 877 369 | GDP=1517.371
FLEX: 2559 2015 2179 1981 2104 | ACC: 4272 5508 14812 | GYRO: 737 308 887 | GDP=1193.651
FLEX: 2554 2012 2180 1961 2106 | ACC: 4872 5232 15256 | GYRO: 166 -2180 1740 | GDP=2794.200
FLEX: 2554 2030 2170 1994 2123 | ACC: 5780 4712 15168 | GYRO: 232 -92 1873 | GDP=1889.555
FLEX: 2553 2023 2193 1963 2075 | ACC: 6200 4864 15240 | GYRO: 871 -833 1236 | GDP=1726.333
FLEX: 2559 2029 2178 1970 2145 | ACC: 6456 4640 14716 | GYRO: 729 -25 1287 | GDP=1479.336
FLEX: 2541 2001 2173 1936 2112 | ACC: 6444 4736 15056 | GYRO: 819 -75 798 | GDP=1145.945
FLEX: 2559 2031 2160 1977 2109 | ACC: 6936 4700 14624 | GYRO: 1208 761 61 | GDP=1429.023
FLEX: 2605 2014 2171 1941 2103 | ACC: 6064 5088 14368 | GYRO: 796 512 -355 | GDP=1010.834
FLEX: 2559 2039 2160 1968 2126 | ACC: 5836 5008 14704 | GYRO: 356 328 -56 | GDP=487.295
FLEX: 2559 2043 2167 1952 2091 | ACC: 5588 4840 15124 | GYRO: 580 650 -160 | GDP=885.720
FLEX: 2581 2042 2183 1968 2110 | ACC: 5264 5056 14908 | GYRO: 416 -383 36 | GDP=566.605
FLEX: 2559 2013 2160 1943 2065 | ACC: 5256 5068 14968 | GYRO: 605 -741 497 | GDP=1078.014
FLEX: 2559 2033 2183 1963 2109 | ACC: 6200 4636 15004 | GYRO: 516 -382 496 | GDP=811.293
FLEX: 2554 2026 2154 1925 2085 | ACC: 6172 4868 15080 | GYRO: 1339 1184 -32 | GDP=1787.680
FLEX: 2559 2047 2187 1965 2096 | ACC: 4964 4980 16140 | GYRO: 1229 348 349 | GDP=1324.140
FLEX: 2559 2022 2186 1935 2085 | ACC: 5492 4724 15440 | GYRO: 1810 -88 566 | GDP=1898.473
FLEX: 2593 2073 2201 1975 2131 | ACC: 6052 5340 16172 | GYRO: 1371 33 -344 | GDP=1413.883
FLEX: 2550 2011 2173 1968 2117 | ACC: 5500 6056 18184 | GYRO: 6248 269 458 | GDP=6270.537
FLEX: 2606 2059 2155 2003 2122 | ACC: 7088 7588 14608 | GYRO: 7299 4271 -1531 | GDP=8594.230
FLEX: 2546 2027 2147 1934 2105 | ACC: 2900 8212 17924 | GYRO: 8244 11572 -8 | GDP=14208.265
FLEX: 2610 2010 2192 1984 2113 | ACC: 4168 8540 15576 | GYRO: 7911 1682 2071 | GDP=8348.777
FLEX: 2602 2024 2189 1942 2075 | ACC: 3804 7960 14920 | GYRO: 7081 8717 1808 | GDP=11375.215
FLEX: 2625 2064 2176 1981 2109 | ACC: 1324 7932 16412 | GYRO: 9718 2225 1023 | GDP=10021.811
FLEX: 2605 2045 2150 1968 2112 | ACC: 2072 8620 13652 | GYRO: 11410 -4623 748 | GDP=12333.683
FLEX: 2654 2063 2178 1999 2111 | ACC: 4500 8824 9796 | GYRO: 10734 389 307 | GDP=10745.433
FLEX: 2640 2014 2163 1974 2102 | ACC: 3408 8592 9940 | GYRO: 10426 3668 -781 | GDP=11079.967
FLEX: 2641 2060 2192 1988 2109 | ACC: 4268 9404 7612 | GYRO: 8316 2249 -381 | GDP=8623.167
FLEX: 2626 2047 2161 1936 2081 | ACC: 4192 8604 6744 | GYRO: 5574 6861 -99 | GDP=8840.396
FLEX: 2619 2045 2178 2004 2102 | ACC: 1632 6448 13408 | GYRO: -4898 554 5172 | GDP=7144.711
FLEX: 2592 2055 2167 1936 2092 | ACC: 6340 10756 9456 | GYRO: -1231 264 4129 | GDP=4316.677
FLEX: 2624 2054 2177 1997 2115 | ACC: 3772 11152 12688 | GYRO: -1548 2297 2860 | GDP=3981.471
FLEX: 2590 2064 2131 1951 2099 | ACC: 4480 10716 12480 | GYRO: -228 -570 1617 | GDP=1729.616
FLEX: 2631 2062 2186 2011 2096 | ACC: 4372 12004 11912 | GYRO: -36 6823 1372 | GDP=6959.670
FLEX: 2605 2029 2304 1963 2094 | ACC: 1988 12428 12716 | GYRO: 1825 9565 1159 | GDP=9806.280
FLEX: 2634 2032 2179 2007 2113 | ACC: 2712 11996 11788 | GYRO: 3203 8497 2137 | GDP=9328.718
FLEX: 2591 2026 2174 1946 2103 | ACC: 2544 12576 10172 | GYRO: 3218 20710 1371 | GDP=21003.316
FLEX: 2625 2064 2161 1993 2127 | ACC: -696 12892 10988 | GYRO: 2519 28566 1411 | GDP=28711.541
FLEX: 2555 2063 2181 1973 2091 | ACC: -3456 12208 9260 | GYRO: 1228 32767 1051 | GDP=32806.844
FLEX: 2608 0 2181 2000 2096 | ACC: -8184 12224 10876 | GYRO: 1143 32767 3300 | GDP=32952.582
FLEX: 2582 0 2175 1956 2091 | ACC: -6516 12232 4612 | GYRO: 2729 32767 3515 | GDP=33067.793
FLEX: 2617 0 2181 1990 2131 | ACC: -8176 11800 7676 | GYRO: 4615 18771 2671 | GDP=19513.660
FLEX: 2589 0 2182 1970 2096 | ACC: -8748 13048 5080 | GYRO: 3756 19604 1534 | GDP=20019.428
FLEX: 2618 0 2188 1993 2134 | ACC: -9948 12924 3700 | GYRO: 5676 6780 644 | GDP=8865.671
FLEX: 2587 0 2173 1982 2085 | ACC: -9240 13400 660 | GYRO: 3891 2695 422 | GDP=4751.946
FLEX: 2607 2071 2171 2043 2084 | ACC: -11160 13352 1252 | GYRO: 3128 -295 194 | GDP=3147.864
FLEX: 2559 2009 2166 2011 2087 | ACC: -10016 13632 -96 | GYRO: 2431 158 1059 | GDP=2656.352
FLEX: 2618 2032 2199 2029 2096 | ACC: -11844 13644 2592 | GYRO: 1749 -3275 2341 | GDP=4389.181
FLEX: 2590 2032 2160 1968 2074 | ACC: -9940 13364 1680 | GYRO: 2817 -528 4203 | GDP=5087.188
FLEX: 2591 2101 2199 2009 2096 | ACC: -11024 13628 2140 | GYRO: 3704 -69 5807 | GDP=6888.079
FLEX: 2593 2086 2173 1961 2111 | ACC: -10628 13636 1392 | GYRO: 4292 -606 7268 | GDP=8462.406
FLEX: 2640 2032 2189 2012 2150 | ACC: -9884 14280 -96 | GYRO: 3283 -9 9935 | GDP=10463.384
FLEX: 2530 2067 2165 1937 2087 | ACC: -8408 13708 -604 | GYRO: 4806 -1037 11626 | GDP=12622.871
FLEX: 2605 2067 2169 2047 2127 | ACC: -5552 14060 -1776 | GYRO: 4762 -86 13176 | GDP=14010.390
FLEX: 2559 2055 2174 1951 2125 | ACC: -2232 14720 -2856 | GYRO: 3246 -400 14100 | GDP=14474.340
FLEX: 2608 2062 2091 2006 2117 | ACC: 944 14760 -1576 | GYRO: 1941 -1704 12418 | GDP=12683.763
FLEX: 2559 2018 2150 1936 2101 | ACC: 3684 15104 -1520 | GYRO: 2357 -2920 9637 | GDP=10341.838
FLEX: 2608 2035 2186 1995 2079 | ACC: 5440 15612 -2596 | GYRO: 2046 -2288 5492 | GDP=6291.512
FLEX: 2559 2032 2180 1984 2085 | ACC: 5148 15484 -2352 | GYRO: 2519 -1531 2641 | GDP=3957.803
FLEX: 2539 2039 2188 1991 2096 | ACC: 4836 16060 -2760 | GYRO: 1568 -167 -31 | GDP=1577.173
FLEX: 2559 2060 2161 1943 2096 | ACC: 2644 16096 -1424 | GYRO: 1882 -740 -2053 | GDP=2881.724
FLEX: 2590 2029 2192 1999 2085 | ACC: 1088 16004 -1376 | GYRO: 1821 -350 -2539 | GDP=3144.052
FLEX: 2582 2067 2193 1968 2097 | ACC: -464 16080 -3304 | GYRO: 2594 399 -2847 | GDP=3872.137
FLEX: 2597 1995 2160 2007 2094 | ACC: -1596 16720 -4400 | GYRO: 1384 287 -1310 | GDP=1927.155
FLEX: 2603 2047 2160 1977 2096 | ACC: -1060 16516 -4184 | GYRO: -411 167 -86 | GDP=451.892
FLEX: 2595 2055 2189 2005 2102 | ACC: -720 16248 -2260 | GYRO: -1268 -90 111 | GDP=1276.027
FLEX: 2559 2047 2166 1948 2113 | ACC: 744 16076 -1452 | GYRO: -893 17 168 | GDP=908.825
