# sentence_label=How are you?
# timestamp=1763200446.8188174
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2384 2582 2551 2532 2559 | ACC: 1668 12260 9004 | GYRO: -2341 -3299 8202 | GDP=9145.299
FLEX: 2384 2559 2538 2533 2597 | ACC: 2664 10908 8320 | GYRO: -183 -360 10216 | GDP=10223.979
FLEX: 2385 2585 2559 2531 2559 | AGYRO: 586 -3626 1931 | GDP=4149.703
FLEX: 2423 2538 2515 2511 2493 | ACC: -9528 12088 12648 | GYRO: 1832 -10652 13957 | GDP=17652.738
FLEX: 2416 2511 2538 2508 2512 | ACC: -7260 12076 10460 | GYRO: 1870 -17726 19301 | GDP=26272.354
FLEX: 2423 2535 2559 2490 2512 | ACC: -2984 10308 9724 | GYRO: 2435 -18045 22171 | GDP=28689.797
FLEX: 2403 2519 2497 2498 2529 | ACC: 3496 9216 6304 | GYRO: 1956 -10438 22154 | GDP=24567.814
FLEX: 2375 2507 2544 2496 2526 | ACC: 5724 8344 7388 | GYRO: 2748 -4537 18918 | GDP=19647.559
FLEX: 2416 2559 2526 2496 2498 | ACC: 7200 7968 8432 | GYRO: 603 -1372 18145 | GDP=18206.785
FLEX: 2455 2608 2558 2529 2537 | ACC: 10372 7196 7392 | GYRO: 2376 4853 13215 | GDP=14277.017
FLEX: 2479 2559 2495 2459 2507 | ACC: 24128 3868 4568 | GYRO: -1243 1619 6724 | GDP=7026.976
FLEX: 2427 2559 2589 2480 2533 | ACC: 10388 7720 12708 | GYRO: -4875 7284 -2954 | GDP=9249.238
FLEX: 2433 2559 2513 2520 2502 | ACC: 6356 9860 14736 | GYRO: -234 2407 -2628 | GDP=3571.385
FLEX: 2427 2534 2492 2551 2461 | ACC: 9316 9776 11708 | GYRO: 1095 -731 -473 | GDP=1398.969
FLEX: 2464 2515 2559 2555 2557 | ACC: 8776 9948 12924 | GYRO: 1662 -1534 -1611 | GDP=2776.819
FLEX: 2422 2559 2559 2503 2523 | ACC: 9288 10504 14036 | GYRO: 4866 -5670 -872 | GDP=7522.449
FLEX: 2391 2538 2531 2518 2405 | ACC: 12152 10408 11580 | GYRO: 7440 -8146 -582 | GDP=11047.607
FLEX: 2416 2528 2496 2512 2612 | ACC: 10832 10712 12220 | GYRO: 8763 -4342 -4373 | GDP=10712.901
FLEX: 2423 2559 2543 2527 2480 | ACC: 10020 10792 9584 | GYRO: 14072 -4973 -5150 | GDP=15788.426
FLEX: 2415 2523 2514 2583 2544 | ACC: 8476 11508 4544 | GYRO: 11450 -2105 -6313 | GDP=13243.395
FLEX: 2417 2549 2542 2492 2528 | ACC: 6732 12212 5584 | GYRO: 11453 -416 -6450 | GDP=13150.923
FLEX: 2382 2533 2547 2512 2522 | ACC: 6560 11992 2780 | GYRO: 9668 2890 -5073 | GDP=11294.143
FLEX: 2433 2542 2542 2506 2513 | ACC: 4900 13812 3872 | GYRO: 8921 1436 -4655 | GDP=10164.416
FLEX: 2412 2530 2541 2507 2502 | ACC: 6760 13200 1320 | GYRO: 7485 1836 -2947 | GDP=8251.117
FLEX: 2416 2558 2555 2504 2513 | ACC: 5696 14436 2012 | GYRO: 2273 1990 -4736 | GDP=5617.501
FLEX: 2403 2547 2546 2494 2527 | ACC: 7712 13132 952 | GYRO: 1028 -1866 -8350 | GDP=8617.496
FLEX: 2415 2542 2559 2476 2559 | ACC: 7296 12668 828 | GYRO: 1091 -1897 -10276 | GDP=10506.430
FLEX: 2411 2559 2583 2495 2559 | ACC: 5036 14540 464 | GYRO: -1890 5039 -20003 | GDP=20714.334
FLEX: 2422 2603 2590 2517 2549 | ACC: 5124 12768 -384 | GYRO: -9516 -449 -24713 | GDP=26485.623
FLEX: 2399 2609 2629 2541 2595 | ACC: 1252 8920 4100 | GYRO: -12424 8630 -29582 | GDP=33225.402
FLEX: 2393 2625 2668 2559 2640 | ACC: 2876 8552 -4232 | GYRO: -22302 756 -32768 | GDP=39644.578
FLEX: 2386 2621 2677 2609 2622 | ACC: -15648 8308 6588 | GYRO: -32768 4947 -32768 | GDP=46604.254
FLEX: 2394 2608 2665 2559 2630 | ACC: -32344 -5468 26936 | GYRO: -10469 23804 -20850 | GDP=33330.961
FLEX: 2388 2587 2640 2541 2617 | ACC: -22224 5068 7116 | GYRO: 7073 -10093 -981 | GDP=12363.590
FLEX: 2379 2604 2703 2559 2633 | ACC: -20056 5760 12532 | GYRO: 2265 3462 1801 | GDP=4512.125
FLEX: 2385 2605 2633 2556 2638 | ACC: -17204 7352 9548 | GYRO: 7547 -3232 9137 | GDP=12283.640
FLEX: 2448 2549 2637 2548 2597 | ACC: -13680 2632 12288 | GYRO: 6642 -1011 12627 | GDP=14303.126
