# sentence_label=How are you?
# timestamp=1763200600.031431
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=80
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2466 2314 2448 2446 2370 | ACC: 6688 8312 8620 | GYRO: 4992 9179 -7142 | GDP=12656.313
FLEX: 2466 2367 2445 2479 2411 | ACC: 404 9964 13964 | GYRO: 2492 10044 -4713 | GDP=11371.208
FLEX: 2474 2356 2466 2470 2394 | AC13072 | GYRO: 1806 971 -148 | GDP=2055.816
FLEX: 2447 2640 2736 2553 2666 | ACC: -12960 10732 12972 | GYRO: 11092 -7643 14162 | GDP=19545.080
FLEX: 2467 2654 2767 2631 2605 | ACC: -9564 9056 11516 | GYRO: 10575 -11889 21743 | GDP=26943.219
FLEX: 2465 2625 2763 2597 2631 | ACC: -3892 10916 6996 | GYRO: 10762 -9145 23543 | GDP=27454.045
FLEX: 2449 2691 2731 2547 2598 | ACC: 1972 8200 7128 | GYRO: 10817 -6625 23840 | GDP=27004.514
FLEX: 2397 2681 2789 2608 2608 | ACC: 3336 11604 4832 | GYRO: 9049 5444 18840 | GDP=21597.850
FLEX: 2384 2650 2775 2559 2629 | ACC: 7960 9476 4040 | GYRO: 5601 3726 19203 | GDP=20347.223
FLEX: 2393 2659 2796 2514 2640 | ACC: 9764 9992 4796 | GYRO: 2207 8547 14731 | GDP=17173.363
FLEX: 2368 2663 2767 2559 2634 | ACC: 10152 10316 7532 | GYRO: 2586 10522 11781 | GDP=16005.994
FLEX: 2366 2647 2757 2582 2643 | ACC: 12496 8844 7948 | GYRO: 2603 10236 8650 | GDP=13651.879
FLEX: 2364 2615 2747 2549 2640 | ACC: 11932 11380 7028 | GYRO: 2707 8423 5227 | GDP=10276.006
FLEX: 2445 2647 2786 2545 2662 | ACC: 27436 7788 2892 | GYRO: -2498 -3441 727 | GDP=4313.816
FLEX: 2452 2636 2753 2559 2668 | ACC: 4136 15048 13296 | GYRO: -482 -541 -4139 | GDP=4201.943
FLEX: 2469 2655 2753 2559 2635 | ACC: 8456 12580 5716 | GYRO: 1656 -4504 479 | GDP=4822.633
FLEX: 2464 2615 2787 2537 2659 | ACC: 11916 9936 5084 | GYRO: 484 71 -1698 | GDP=1767.060
FLEX: 2425 2649 2762 2590 2661 | ACC: 8460 13168 10280 | GYRO: 1248 -1105 -2600 | GDP=3088.451
FLEX: 2400 2608 2749 2535 2618 | ACC: 16424 12996 8720 | GYRO: 3472 -6588 -4515 | GDP=8708.717
FLEX: 2411 2634 2757 2541 2603 | ACC: 10652 13600 11460 | GYRO: 8797 -4473 -10067 | GDP=14097.497
FLEX: 2393 2640 2763 2530 2608 | ACC: 7092 13576 7296 | GYRO: 12174 -8979 -11302 | GDP=18882.900
FLEX: 2387 2629 2741 2559 2595 | ACC: 6536 12052 3188 | GYRO: 13649 -2141 -12427 | GDP=18582.502
FLEX: 2398 2559 2725 2515 2595 | ACC: 3640 14384 -164 | GYRO: 11914 -6094 -14677 | GDP=19861.887
FLEX: 2430 2557 2737 2537 2596 | ACC: 4040 12780 -8 | GYRO: 8675 -280 -12730 | GDP=15407.366
FLEX: 2402 2522 2705 2509 2559 | ACC: 2620 14596 -1888 | GYRO: 3732 -514 -16137 | GDP=16570.902
FLEX: 2407 2536 2745 2523 2589 | ACC: 1568 12004 -1356 | GYRO: -3986 10509 -15850 | GDP=19430.641
FLEX: 2411 2448 2694 2546 2583 | ACC: -4864 14244 3000 | GYRO: -2194 5191 -13887 | GDP=14986.957
FLEX: 2416 2388 2721 2529 2593 | ACC: -2712 14260 124 | GYRO: -5558 5323 -8157 | GDP=11214.381
FLEX: 2419 2381 2684 2514 2559 | ACC: -3908 12464 4552 | GYRO: -341 -5459 -10274 | GDP=11639.245
FLEX: 2413 0 2695 2541 2559 | ACC: -3412 15080 2376 | GYRO: -10644 -3202 -11255 | GDP=15818.425
FLEX: 2413 2441 2697 2499 2559 | ACC: -8352 14400 9624 | GYRO: -2459 -2300 -8092 | GDP=8764.539
FLEX: 2431 2518 2742 2495 2559 | ACC: -4008 13736 3472 | GYRO: 1047 -5325 -8765 | GDP=10309.076
