# sentence_label=How are you?
# timestamp=1763200755.1997836
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=77
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2528 2559 2639 2416 2415 | ACC: -6612 7792 12864 | GYRO: 639 1377 -937 | GDP=1783.934
FLEX: 2559 2541 2615 2448 2501 | ACC: -6896 6960 13060 | GYRO: 698 1427 -1242 | GDP=2016.457
FLEX: 2543 2624 2687 2436 2470 | ACC: -6528 6796 12836 | GYRO: 1503 2153 -1783 | GDP=3173.879
FLEX: 2559 2586 2636 2409 2558 | ACC: -7336 7052 13820 | GYRO: 2305 2437 -2679 | GDP=4292.905
FLEX: 2535 2559 2679 2442 2531 | ACC: -7680 7576 13496 | GYRO: 4271 1219 -2689 | GDP=5192.122
FLEX: 2524 2623 2699 2416 2508 | ACC: -7868 6916 12160 | GYRO: 4494 3708 -3427 | GDP=6759.410
FLEX: 2537 2593 2660 2491 2538 | ACC: -9964 7800 13268 | GYRO: 6759 4673 -2951 | GDP=8730.945
FLEX: 2538 2627 2732 2517 2467 | ACC: -12376 8860 14488 | GYRO: 9430 991 -729 | GDP=9509.912
FLEX: 2527 2612 2729 2468 2478 | ACC: -16056 9028 15220 | GYRO: 11743 1199 4424 | GDP=12605.849
FLEX: 2518 2600 2709 2477 2493 | ACC: -15300 8572 12116 | GYRO: 14683 -2844 10328 | GDP=18175.436
FLEX: 2518 2613 2704 2534 2508 | ACC: -14124 9752 9660 | GYRO: 14003 -14066 17939 | GDP=26753.393
FLEX: 2502 2559 2691 2524 2538 | ACC: -6540 9752 5692 | GYRO: 11401 -9722 19215 | GDP=24366.295
FLEX: 2478 2599 2729 2519 2544 | ACC: -4280 11032 5968 | GYRO: 9658 -6172 18469 | GDP=21736.479
FLEX: 2463 2602 2704 2513 2532 | ACC: 2376 10720 1312 | GYRO: 4076 -600 14945 | GDP=15502.478
FLEX: 2445 2599 2699 2485 2559 | ACC: -724 12356 5916 | GYRO: 3475 -310 14560 | GDP=14972.151
FLEX: 2427 2598 2699 2480 2524 | ACC: 3044 11664 5112 | GYRO: 174 -1521 16303 | GDP=16374.722
FLEX: 2439 2596 2672 2449 2523 | ACC: 3592 12096 6500 | GYRO: 1820 -2237 14435 | GDP=14720.251
FLEX: 2425 2585 2666 2480 2519 | ACC: 6748 11576 4556 | GYRO: 410 -2135 14230 | GDP=14395.111
FLEX: 2413 2594 2672 2473 2547 | ACC: 5468 11984 8024 | GYRO: 958 3018 9557 | GDP=10067.887
FLEX: 2410 2559 2667 2458 2505 | ACC: 5384 12704 8320 | GYRO: 1317 6454 8660 | GDP=10880.451
FLEX: 2421 2592 2671 2463 2544 | ACC: 7244 13256 8156 | GYRO: 3078 8125 8490 | GDP=12147.831
FLEX: 2463 2559 2672 2435 2522 | ACC: 18248 9848 7860 | GYRO: 2576 7945 5577 | GDP=10042.994
FLEX: 2511 2559 2704 2427 2559 | ACC: 15132 13252 9620 | GYRO: -4920 3937 -8226 | GDP=10362.115
FLEX: 2462 2559 2683 2463 2529 | ACC: -300 14568 13108 | GYRO: 1314 -241 -2940 | GDP=3229.284
FLEX: 2471 2609 2679 2471 2529 | ACC: 8224 12872 6004 | GYRO: 1943 88 436 | GDP=1993.261
FLEX: 2468 2557 2654 2455 2528 | ACC: 7252 12084 6788 | GYRO: 332 339 -505 | GDP=692.943
FLEX: 2468 2559 2662 2449 2544 | ACC: 5844 12860 8724 | GYRO: -122 717 -468 | GDP=864.868
FLEX: 2446 2537 2654 2438 2532 | ACC: 9212 13152 8904 | GYRO: 1340 -879 -553 | GDP=1695.302
FLEX: 2429 2588 2651 2480 2547 | ACC: 9240 14104 11128 | GYRO: 2575 -3804 -1914 | GDP=4976.388
FLEX: 2416 2559 2669 2465 2539 | ACC: 14500 13296 6356 | GYRO: 4027 253 -9770 | GDP=10570.413
FLEX: 2414 2557 2658 2448 2503 | ACC: 5040 13504 10928 | GYRO: 6099 4277 -15007 | GDP=16754.121
FLEX: 2416 2554 2635 2435 2504 | ACC: 1368 13792 6120 | GYRO: 10789 3915 -12802 | GDP=17193.631
FLEX: 2426 2559 2653 2467 2527 | ACC: 1760 13108 1800 | GYRO: 10431 2694 -12206 | GDP=16280.352
FLEX: 2416 2559 2641 2429 2529 | ACC: 2012 12400 1356 | GYRO: 6374 1813 -12511 | GDP=14157.683
FLEX: 2423 2559 2687 2463 2544 | ACC: -280 13632 2508 | GYRO: 3172 4148 -15611 | GDP=16461.191
FLEX: 2417 2557 2653 2443 2541 | ACC: 92 12036 1128 | GYRO: -150 1258 -18885 | GDP=18927.447
FLEX: 2423 2559 2624 2447 2522 | ACC: -3244 11500 3800 | GYRO: -1455 5742 -21606 | GDP=22403.277
FLEX: 2430 2559 2658 2432 2507 | ACC: -2024 10976 -560 | GYRO: -7228 3406 -30535 | GDP=31563.127
FLEX: 2419 2544 2659 2435 2530 | ACC: -8876 3020 5032 | GYRO: -8430 25859 -32768 | GDP=42585.145
FLEX: 2421 2545 2622 2448 2508 | ACC: -22856 5116 5896 | GYRO: -5451 14886 -32768 | GDP=36401.211
FLEX: 2416 2559 2641 2454 2523 | ACC: -26080 -948 5684 | GYRO: 672 474 -19663 | GDP=19680.189
FLEX: 2429 2550 2641 2445 2479 | ACC: -21528 2508 524 | GYRO: 1052 -3619 -7342 | GDP=8252.808
FLEX: 2418 2553 2658 2470 2523 | ACC: -21024 2512 4552 | GYRO: 4051 -2442 -808 | GDP=4798.628
FLEX: 2405 2544 2639 2448 2514 | ACC: -15668 3784 -548 | GYRO: 2659 -1372 1542 | GDP=3366.070
FLEX: 2417 2539 2663 2465 2556 | ACC: -16144 2404 4348 | GYRO: 2523 -238 96 | GDP=2536.018
FLEX: 2415 2559 2642 2427 2505 | ACC: -15024 3548 1148 | GYRO: 726 1379 -349 | GDP=1597.034
FLEX: 2412 2544 2641 2448 2500 | ACC: -18152 2136 4224 | GYRO: 709 1473 829 | GDP=1832.935
FLEX: 2416 2535 2617 2415 2521 | ACC: -16524 3172 1636 | GYRO: 2432 2026 1525 | GDP=3513.534
FLEX: 2426 2544 2642 2437 2517 | ACC: -19336 3116 2448 | GYRO: 1931 3582 3100 | GDP=5115.612
FLEX: 2446 2545 2630 2443 2496 | ACC: -19912 3092 3084 | GYRO: 2862 3245 7185 | GDP=8387.210
FLEX: 2473 2585 2640 2445 2523 | ACC: -22112 4968 3736 | GYRO: 5858 2936 11679 | GDP=13391.613
FLEX: 2491 2559 2632 2433 2505 | ACC: -17632 4900 1636 | GYRO: 7179 -5828 24340 | GDP=26037.266
FLEX: 2502 2544 2652 2459 2511 | ACC: -13172 9280 120 | GYRO: 8813 -3409 23387 | GDP=25223.840
FLEX: 2496 2507 2647 2490 2531 | ACC: -11208 8640 664 | GYRO: 2611 2067 25576 | GDP=25791.889
FLEX: 2506 2489 2642 2490 2480 | ACC: -8688 10344 2516 | GYRO: 5064 -7186 25701 | GDP=27162.918
FLEX: 2467 2479 2626 2501 2489 | ACC: -3260 12452 -1672 | GYRO: 6154 -4864 19581 | GDP=21093.738
FLEX: 2482 2417 2634 2462 2503 | ACC: -2192 12620 1612 | GYRO: 4547 -2385 15068 | GDP=15918.796
FLEX: 2481 2382 2592 2450 2484 | ACC: 456 14204 -1860 | GYRO: 4858 -3807 10128 | GDP=11860.430
FLEX: 2491 2352 2614 2449 2475 | ACC: 696 15080 -1184 | GYRO: 3213 -4625 4965 | GDP=7507.677
